780
500
['7', '157', '401', '795', '12', '501']
['14', '164', '402', '790', '19', '502']
['21', '171', '403', '785', '26', '503']
['28', '178', '404', '780', '33', '504']
['35', '185', '405', '775', '40', '505']
['42', '192', '406', '770', '47', '506']
['49', '199', '407', '765', '54', '507']
['56', '206', '408', '760', '61', '508']
['63', '213', '409', '755', '68', '509']
['70', '220', '410', '750', '75', '510']
['77', '227', '411', '745', '82', '511']
['84', '234', '412', '740', '89', '512']
['91', '241', '413', '735', '96', '513']
['98', '248', '414', '730', '103', '514']
['105', '255', '415', '725', '110', '515']
['112', '262', '416', '720', '117', '516']
['119', '269', '417', '715', '124', '517']
['126', '276', '418', '710', '131', '518']
['133', '283', '419', '705', '138', '519']
['4', '19', '796']
['88', '424', '712']
['89', '428', '711']
['90', '432', '710']
['91', '436', '709']
['74', '369', '726']
['75', '373', '725']
['76', '377', '724']
['77', '381', '723']
['78', '385', '722']
['79', '389', '721']
['80', '393', '720']
['81', '397', '719']
['82', '401', '718']
['83', '405', '717']
['84', '409', '716']
['85', '413', '715']
['86', '417', '714']
['87', '421', '713']
['88', '425', '712']
['89', '429', '711']
['90', '433', '710']
['91', '437', '709']
['92', '441', '708']
['75', '374', '725']
['76', '378', '724']
['77', '382', '723']
['78', '386', '722']
['79', '390', '721']
['80', '394', '720']
['81', '398', '719']
['82', '402', '718']
['83', '406', '717']
['84', '410', '716']
['85', '414', '715']
['86', '418', '714']
['87', '422', '713']
['88', '426', '712']
['89', '430', '711']
['90', '434', '710']
['91', '438', '709']
['92', '442', '708']
['93', '446', '707']
['76', '379', '724']
['77', '383', '723']
['78', '387', '722']
['79', '391', '721']
['80', '395', '720']
['81', '399', '719']
['82', '403', '718']
['83', '407', '717']
['84', '411', '716']
['85', '415', '715']
['86', '419', '714']
['87', '423', '713']
['88', '427', '712']
['89', '431', '711']
['90', '435', '710']
['91', '439', '709']
['92', '443', '708']
['93', '447', '707']
['94', '451', '706']
['77', '384', '723']
['78', '388', '722']
['79', '392', '721']
['80', '396', '720']
['81', '400', '719']
['82', '404', '718']
['83', '408', '717']
['84', '412', '716']
['85', '416', '715']
['86', '420', '714']
['87', '424', '713']
['88', '428', '712']
['89', '432', '711']
['90', '436', '710']
['91', '440', '709']
['92', '444', '708']
['93', '448', '707']
['94', '452', '706']
['95', '456', '705']
['78', '389', '722']
['79', '393', '721']
['80', '397', '720']
['81', '401', '719']
['82', '405', '718']
['83', '409', '717']
['84', '413', '716']
['85', '417', '715']
['86', '421', '714']
['87', '425', '713']
['88', '429', '712']
['89', '433', '711']
['90', '437', '710']
['91', '441', '709']
['92', '445', '708']
['93', '449', '707']
['94', '453', '706']
['95', '457', '705']
['96', '461', '704']
['79', '394', '721']
['80', '398', '720']
['81', '402', '719']
['82', '406', '718']
['83', '410', '717']
['84', '414', '716']
['85', '418', '715']
['86', '422', '714']
['87', '426', '713']
['88', '430', '712']
['89', '434', '711']
['90', '438', '710']
['91', '442', '709']
['92', '446', '708']
['93', '450', '707']
['94', '454', '706']
['95', '458', '705']
['96', '462', '704']
['97', '466', '703']
['80', '399', '720']
['81', '403', '719']
['82', '407', '718']
['83', '411', '717']
['84', '415', '716']
['85', '419', '715']
['86', '423', '714']
['87', '427', '713']
['88', '431', '712']
['89', '435', '711']
['90', '439', '710']
['91', '443', '709']
['92', '447', '708']
['93', '451', '707']
['94', '455', '706']
['95', '459', '705']
['96', '463', '704']
['97', '467', '703']
['98', '471', '702']
