40
20
['358', '61', '525', '738', '522', '666', '597', '694', '545', '162', '121', '432', '708', '618', '639', '82', '20', '221', '199', '347']
['391', '693', '54', '546', '61', '180', '686', '432', '708', '639', '262', '96', '23', '683', '678', '199', '34', '239', '775', '248']
['61', '767', '764', '740', '597', '694', '545', '162', '121', '432', '14', '723', '708', '683', '20', '34', '265', '239', '775', '347']
['391', '358', '767', '616', '764', '576', '83', '180', '686', '121', '432', '618', '339', '332', '639', '262', '650', '288', '23', '20']
['567', '593', '525', '509', '767', '25', '616', '764', '83', '694', '463', '121', '432', '14', '708', '618', '639', '650', '537', '678']
['439', '546', '509', '767', '740', '576', '83', '180', '162', '686', '14', '639', '82', '96', '288', '23', '683', '34', '239', '347']
['358', '61', '767', '616', '764', '597', '162', '463', '14', '708', '332', '262', '82', '707', '288', '20', '221', '607', '678', '775']
['546', '593', '525', '738', '764', '740', '576', '666', '694', '545', '162', '463', '686', '14', '723', '708', '262', '707', '96', '221']
['391', '546', '61', '593', '525', '738', '509', '616', '522', '666', '83', '597', '545', '686', '432', '618', '339', '332', '23', '683']
['22', '733', '358', '61', '525', '767', '764', '522', '666', '83', '545', '686', '121', '432', '14', '708', '618', '339', '82', '96']
['391', '358', '525', '738', '509', '767', '25', '740', '576', '666', '83', '597', '723', '618', '339', '332', '262', '650', '707', '23']
['391', '61', '593', '509', '740', '522', '180', '545', '463', '686', '432', '14', '723', '618', '332', '639', '262', '23', '221', '199']
['358', '61', '593', '525', '616', '740', '522', '463', '723', '618', '332', '20', '678', '34', '239', '347', '248', '797', '487', '614']
['391', '546', '358', '593', '738', '767', '764', '576', '83', '162', '432', '14', '723', '262', '650', '82', '707', '683', '221', '607']
['546', '358', '61', '593', '738', '767', '522', '666', '180', '463', '686', '14', '723', '618', '339', '650', '707', '96', '288', '607']
['593', '525', '738', '509', '25', '740', '522', '666', '597', '694', '463', '121', '432', '708', '618', '332', '262', '221', '775', '347']
['391', '61', '593', '738', '509', '767', '616', '764', '666', '180', '463', '121', '432', '708', '618', '639', '650', '707', '288', '537']
['408', '230', '546', '358', '767', '666', '597', '694', '463', '686', '121', '432', '723', '618', '262', '650', '82', '20', '678', '199']
['447', '546', '61', '593', '509', '576', '522', '666', '180', '162', '432', '618', '339', '262', '707', '96', '20', '221', '199', '265']
['546', '358', '593', '525', '509', '767', '764', '740', '83', '180', '162', '432', '708', '332', '262', '82', '707', '23', '607', '34']
['167', '593', '509', '767', '25', '616', '740', '576', '522', '83', '180', '162', '463', '686', '121', '432', '14', '332', '650', '82']
['391', '546', '61', '593', '738', '740', '576', '666', '694', '121', '262', '707', '23', '683', '20', '221', '199', '34', '239', '775']
['590', '61', '25', '576', '597', '694', '545', '618', '332', '262', '650', '288', '23', '683', '678', '199', '34', '265', '775', '599']
['491', '391', '546', '358', '593', '738', '767', '764', '522', '666', '597', '162', '686', '121', '432', '708', '618', '339', '262', '82']
['391', '546', '593', '767', '25', '686', '14', '618', '332', '262', '96', '23', '20', '265', '239', '347', '797', '361', '504', '183']
['174', '546', '358', '61', '593', '525', '738', '576', '522', '83', '162', '686', '432', '723', '618', '650', '96', '288', '683', '20']
['696', '671', '391', '358', '593', '509', '616', '764', '740', '522', '666', '597', '694', '686', '14', '723', '708', '262', '650', '82']
['546', '525', '767', '616', '740', '522', '83', '180', '597', '686', '121', '432', '708', '618', '339', '332', '288', '23', '683', '537']
['391', '546', '358', '593', '509', '767', '616', '764', '597', '545', '686', '432', '618', '339', '639', '650', '82', '96', '288', '23']
['358', '738', '25', '764', '522', '180', '597', '162', '686', '121', '618', '339', '639', '650', '82', '707', '96', '199', '265', '239']
['391', '546', '358', '593', '525', '767', '764', '740', '666', '162', '14', '339', '262', '707', '288', '683', '537', '607', '678', '34']
['391', '525', '509', '764', '666', '162', '463', '432', '14', '262', '650', '707', '23', '20', '537', '607', '775', '599', '797', '244']
['546', '358', '525', '25', '616', '576', '522', '666', '121', '14', '708', '618', '332', '96', '537', '678', '265', '487', '244', '504']
['469', '420', '738', '509', '767', '25', '764', '666', '694', '545', '723', '82', '683', '20', '607', '199', '265', '775', '599', '797']
['546', '593', '767', '25', '616', '740', '597', '545', '121', '708', '262', '82', '96', '20', '537', '221', '678', '239', '775', '248']
['649', '391', '546', '358', '61', '593', '509', '522', '83', '597', '694', '545', '162', '432', '262', '82', '20', '537', '607', '199']
['546', '738', '509', '25', '616', '522', '666', '180', '597', '463', '686', '121', '432', '14', '723', '708', '339', '639', '262', '96']
['171', '797', '391', '358', '61', '593', '525', '738', '767', '25', '616', '764', '740', '576', '522', '666', '597', '545', '463', '686']
['546', '358', '61', '25', '740', '666', '83', '180', '694', '545', '463', '686', '262', '650', '683', '537', '678', '265', '239', '775']
['546', '509', '764', '740', '576', '83', '180', '162', '686', '708', '618', '332', '650', '82', '707', '96', '288', '23', '239', '248']
['546', '61', '738', '509', '25', '764', '576', '666', '597', '694', '545', '432', '14', '708', '618', '339', '639', '262', '650', '96']
['546', '738', '25', '616', '576', '83', '694', '463', '121', '723', '339', '262', '650', '82', '707', '96', '288', '23', '683', '20']
['391', '61', '525', '740', '576', '666', '180', '597', '545', '686', '432', '723', '708', '618', '639', '650', '96', '23', '683', '607']
['358', '61', '593', '738', '767', '25', '616', '764', '545', '686', '121', '14', '639', '650', '96', '288', '23', '607', '199', '265']
['193', '61', '593', '525', '509', '25', '83', '597', '545', '432', '723', '618', '332', '262', '650', '707', '20', '221', '265', '775']
['534', '546', '358', '593', '509', '767', '25', '740', '694', '162', '463', '432', '339', '332', '262', '650', '707', '288', '23', '537']
['358', '61', '593', '738', '767', '686', '121', '432', '14', '723', '708', '618', '82', '537', '221', '199', '239', '775', '347', '599']
['222', '661', '546', '358', '509', '767', '740', '83', '180', '694', '545', '162', '121', '708', '618', '339', '332', '262', '650', '288']
['19', '546', '509', '767', '616', '764', '180', '694', '162', '463', '14', '723', '708', '618', '339', '332', '650', '707', '537', '678']
['391', '358', '525', '509', '666', '694', '545', '463', '686', '121', '432', '723', '339', '650', '82', '288', '23', '683', '607', '199']
['389', '495', '391', '358', '525', '738', '509', '616', '576', '597', '694', '463', '686', '14', '339', '707', '23', '683', '20', '537']
['546', '509', '767', '616', '764', '180', '545', '121', '708', '618', '639', '707', '20', '678', '347', '487', '244', '614', '676', '379']
['763', '119', '391', '358', '61', '593', '738', '740', '180', '597', '686', '432', '14', '618', '339', '96', '23', '20', '34', '265']
['546', '738', '767', '764', '83', '162', '686', '14', '723', '618', '639', '262', '82', '288', '23', '221', '199', '347', '599', '797']
['525', '509', '767', '666', '180', '545', '686', '432', '618', '96', '288', '221', '199', '361', '183', '152', '641', '558', '706', '772']
['391', '546', '61', '525', '509', '25', '83', '694', '545', '686', '708', '339', '639', '262', '82', '707', '96', '288', '678', '199']
['391', '546', '593', '25', '764', '83', '180', '597', '545', '686', '432', '708', '618', '639', '650', '20', '537', '607', '265', '239']
['75', '525', '509', '522', '666', '545', '162', '723', '339', '332', '650', '82', '23', '683', '20', '221', '775', '347', '248', '487']
['546', '593', '525', '616', '666', '83', '597', '545', '162', '463', '121', '432', '262', '82', '96', '20', '221', '199', '265', '244']
['234', '546', '358', '509', '25', '764', '694', '121', '708', '339', '332', '707', '288', '23', '221', '678', '34', '265', '244', '670']
['358', '61', '593', '525', '616', '522', '83', '597', '694', '545', '686', '14', '332', '262', '707', '288', '23', '537', '199', '239']
['31', '358', '525', '25', '616', '764', '576', '162', '686', '432', '723', '708', '262', '82', '23', '683', '20', '607', '265', '239']
['358', '25', '616', '597', '162', '463', '686', '723', '618', '332', '639', '262', '82', '707', '96', '23', '683', '537', '607', '678']
['525', '767', '25', '83', '597', '694', '162', '686', '618', '639', '82', '707', '23', '683', '199', '34', '265', '775', '361', '504']
['391', '358', '738', '25', '740', '522', '666', '180', '463', '432', '14', '723', '708', '339', '82', '707', '683', '20', '678', '199']
['391', '546', '358', '61', '616', '764', '740', '522', '597', '545', '162', '121', '708', '618', '339', '639', '707', '96', '683', '678']
['743', '391', '358', '525', '738', '509', '767', '25', '764', '740', '522', '162', '432', '723', '618', '339', '332', '96', '537', '34']
['546', '593', '738', '509', '767', '25', '616', '576', '666', '694', '162', '686', '432', '723', '708', '332', '639', '262', '650', '707']
['546', '61', '525', '738', '576', '666', '694', '162', '463', '121', '432', '708', '339', '262', '707', '288', '23', '20', '537', '221']
['61', '738', '509', '25', '616', '180', '723', '708', '650', '82', '265', '797', '487', '670', '183', '220', '433', '558', '706', '772']
['358', '525', '738', '509', '767', '616', '576', '666', '597', '694', '463', '121', '723', '618', '82', '707', '96', '288', '23', '683']
['391', '767', '616', '576', '666', '180', '545', '162', '332', '639', '82', '23', '221', '607', '34', '239', '347', '248', '797', '487']
['546', '358', '593', '738', '509', '767', '25', '616', '764', '740', '576', '522', '666', '545', '121', '432', '14', '708', '339', '332']
['525', '616', '597', '545', '686', '82', '707', '221', '607', '678', '199', '265', '775', '797', '361', '614', '676', '379', '647', '479']
['73', '546', '740', '522', '666', '694', '162', '121', '14', '723', '339', '332', '262', '96', '288', '23', '20', '678', '347', '599']
['358', '61', '738', '767', '25', '522', '666', '83', '162', '723', '262', '650', '82', '288', '683', '678', '199', '265', '775', '599']
['461', '546', '358', '509', '767', '576', '522', '83', '180', '162', '686', '14', '723', '618', '650', '707', '20', '678', '239', '347']
['702', '509', '767', '25', '740', '666', '180', '694', '545', '14', '639', '262', '650', '707', '23', '20', '537', '221', '607', '34']
['546', '358', '509', '767', '616', '522', '666', '597', '432', '14', '723', '339', '262', '650', '96', '288', '537', '678', '34', '265']
['428', '546', '61', '593', '525', '509', '25', '740', '576', '666', '83', '597', '14', '723', '708', '332', '82', '707', '23', '221']
['267', '391', '546', '358', '738', '509', '767', '616', '764', '576', '83', '180', '694', '545', '432', '14', '723', '708', '639', '262']
['391', '358', '525', '738', '509', '25', '764', '576', '83', '686', '708', '618', '339', '332', '639', '650', '82', '288', '221', '34']
['391', '358', '61', '525', '509', '767', '25', '740', '545', '686', '432', '14', '708', '23', '537', '221', '607', '239', '775', '599']
['391', '546', '358', '61', '593', '509', '25', '764', '740', '576', '162', '723', '82', '288', '607', '678', '239', '248', '487', '244']
['391', '61', '738', '767', '25', '616', '764', '740', '522', '666', '83', '180', '545', '162', '14', '708', '339', '262', '650', '683']
['33', '799', '391', '546', '593', '509', '25', '616', '764', '180', '597', '694', '162', '463', '723', '708', '618', '639', '262', '650']
['391', '546', '61', '525', '616', '740', '522', '83', '597', '694', '463', '14', '723', '618', '339', '332', '639', '262', '82', '288']
['546', '525', '740', '576', '597', '162', '686', '121', '723', '618', '332', '639', '96', '607', '199', '265', '775', '347', '797', '244']
['391', '358', '525', '738', '767', '25', '616', '764', '576', '522', '180', '597', '463', '121', '432', '618', '332', '639', '650', '82']
['61', '740', '83', '180', '545', '162', '686', '432', '708', '339', '332', '96', '288', '23', '221', '199', '775', '248', '797', '361']
['546', '358', '525', '738', '767', '25', '522', '666', '694', '545', '121', '432', '708', '618', '650', '707', '288', '23', '607', '239']
['358', '593', '525', '509', '764', '522', '666', '180', '597', '162', '618', '332', '650', '82', '288', '683', '20', '678', '265', '239']
['391', '546', '61', '767', '25', '522', '694', '162', '463', '686', '432', '723', '708', '639', '82', '707', '288', '683', '537', '221']
['391', '546', '358', '61', '593', '509', '25', '616', '764', '180', '694', '545', '162', '14', '639', '650', '82', '707', '96', '288']
['391', '358', '738', '767', '25', '522', '666', '597', '694', '432', '14', '339', '262', '82', '683', '678', '199', '265', '775', '599']
['525', '738', '767', '25', '764', '740', '666', '83', '180', '597', '694', '463', '686', '432', '723', '618', '332', '639', '650', '82']
['391', '358', '61', '576', '162', '723', '339', '332', '639', '262', '650', '82', '707', '683', '678', '34', '265', '347', '599', '248']
['246', '546', '593', '767', '25', '740', '180', '694', '545', '618', '332', '639', '707', '23', '221', '607', '199', '265', '487', '504']
['546', '358', '61', '738', '509', '767', '25', '616', '764', '740', '522', '83', '180', '545', '14', '618', '339', '650', '707', '23']
['546', '593', '738', '25', '576', '666', '180', '597', '545', '121', '723', '708', '332', '639', '82', '683', '678', '265', '239', '347']
['638', '593', '616', '740', '576', '522', '83', '180', '694', '723', '339', '639', '262', '650', '23', '683', '678', '239', '775', '487']
['546', '509', '767', '25', '616', '576', '522', '666', '83', '597', '545', '162', '463', '686', '121', '432', '650', '96', '20', '537']
['391', '358', '593', '525', '509', '764', '740', '666', '83', '694', '545', '463', '121', '332', '262', '650', '82', '96', '683', '678']
['391', '358', '61', '593', '738', '25', '576', '83', '180', '545', '463', '686', '121', '432', '14', '723', '618', '339', '332', '639']
['593', '525', '764', '522', '666', '83', '597', '694', '463', '14', '618', '339', '639', '707', '23', '683', '20', '607', '199', '34']
['241', '593', '738', '25', '740', '180', '597', '694', '162', '686', '14', '82', '288', '683', '537', '678', '34', '239', '775', '599']
['391', '358', '61', '593', '525', '738', '509', '25', '616', '740', '666', '597', '545', '162', '463', '14', '708', '639', '262', '650']
['358', '61', '593', '525', '767', '764', '740', '576', '666', '597', '694', '463', '339', '332', '639', '707', '96', '288', '683', '199']
['94', '358', '593', '525', '25', '616', '764', '522', '666', '83', '162', '723', '618', '262', '707', '96', '288', '23', '20', '34']
['546', '61', '738', '767', '616', '83', '545', '162', '686', '432', '14', '708', '618', '639', '650', '82', '707', '288', '20', '537']
['358', '61', '509', '616', '522', '180', '545', '121', '708', '339', '332', '650', '82', '288', '537', '221', '239', '599', '487', '670']
['391', '525', '767', '576', '666', '180', '694', '686', '432', '618', '650', '96', '23', '683', '20', '537', '221', '34', '265', '775']
['562', '391', '61', '593', '525', '767', '576', '83', '162', '686', '121', '14', '723', '708', '339', '707', '20', '537', '607', '678']
['391', '358', '593', '509', '25', '764', '740', '83', '597', '162', '463', '121', '14', '96', '20', '537', '221', '607', '199', '347']
['391', '546', '358', '593', '525', '509', '767', '764', '740', '83', '597', '545', '162', '463', '121', '14', '723', '618', '339', '332']
['546', '525', '25', '576', '83', '463', '686', '121', '708', '339', '262', '23', '20', '221', '607', '199', '34', '239', '347', '248']
['560', '526', '391', '546', '358', '593', '767', '25', '522', '180', '121', '14', '723', '708', '618', '332', '650', '96', '537', '221']
['546', '61', '593', '525', '738', '616', '764', '576', '522', '83', '463', '121', '432', '707', '96', '537', '34', '239', '775', '347']
['61', '525', '738', '509', '25', '616', '597', '463', '432', '723', '708', '339', '650', '82', '23', '683', '221', '607', '678', '34']
['459', '756', '525', '509', '25', '83', '162', '686', '708', '618', '332', '262', '23', '221', '607', '678', '199', '34', '239', '487']
['710', '165', '358', '525', '25', '740', '522', '180', '597', '545', '686', '121', '639', '650', '707', '23', '20', '199', '265', '239']
['391', '509', '767', '764', '522', '83', '180', '545', '121', '708', '618', '332', '262', '96', '23', '678', '199', '265', '248', '797']
['792', '546', '25', '764', '576', '666', '597', '694', '545', '463', '686', '121', '432', '14', '723', '339', '332', '82', '288', '221']
['358', '61', '593', '764', '666', '694', '545', '162', '686', '432', '14', '618', '332', '650', '96', '23', '20', '537', '221', '199']
['655', '391', '546', '61', '593', '738', '740', '522', '83', '180', '545', '162', '463', '432', '723', '339', '332', '82', '288', '23']
['525', '738', '509', '616', '666', '597', '121', '432', '14', '723', '339', '262', '650', '707', '23', '683', '20', '221', '34', '265']
['391', '358', '738', '740', '522', '83', '597', '463', '686', '121', '650', '707', '96', '537', '221', '607', '199', '239', '775', '347']
['371', '627', '546', '358', '593', '522', '666', '180', '162', '686', '121', '618', '332', '650', '707', '683', '20', '537', '221', '199']
['593', '509', '767', '616', '740', '83', '180', '121', '618', '339', '262', '650', '96', '288', '683', '678', '248', '797', '244', '361']
['391', '358', '61', '738', '576', '522', '597', '694', '463', '686', '14', '723', '618', '332', '82', '537', '678', '775', '347', '599']
['444', '576', '546', '509', '25', '83', '180', '597', '121', '14', '332', '96', '288', '683', '20', '607', '678', '199', '775', '347']
['88', '546', '61', '593', '525', '767', '25', '740', '522', '597', '694', '545', '14', '339', '82', '96', '288', '683', '20', '537']
['356', '593', '525', '738', '25', '616', '764', '740', '576', '180', '597', '694', '432', '332', '650', '82', '707', '288', '537', '239']
['391', '546', '593', '509', '767', '576', '83', '180', '597', '545', '686', '339', '639', '262', '96', '221', '265', '239', '347', '487']
['61', '525', '509', '767', '522', '180', '545', '432', '618', '339', '332', '20', '607', '678', '199', '775', '347', '599', '248', '487']
['546', '525', '738', '509', '576', '83', '180', '597', '694', '463', '14', '708', '639', '262', '96', '288', '347', '599', '248', '797']
['161', '593', '767', '666', '463', '618', '339', '96', '288', '607', '34', '265', '239', '599', '248', '244', '670', '676', '479', '476']
['446', '546', '358', '593', '616', '740', '83', '121', '432', '14', '723', '618', '339', '639', '650', '82', '288', '683', '20', '607']
['546', '358', '525', '738', '509', '25', '616', '764', '576', '522', '666', '83', '180', '597', '708', '262', '650', '707', '288', '20']
['546', '358', '525', '738', '509', '576', '83', '694', '545', '162', '686', '432', '723', '618', '339', '262', '288', '683', '20', '537']
['546', '358', '61', '593', '738', '25', '740', '576', '522', '666', '180', '597', '694', '162', '121', '537', '221', '678', '34', '239']
['358', '767', '25', '616', '576', '666', '162', '432', '339', '332', '650', '23', '607', '34', '248', '487', '614', '676', '647', '476']
['391', '738', '25', '616', '764', '576', '83', '180', '694', '162', '432', '14', '339', '262', '650', '82', '288', '23', '199', '775']
['391', '546', '525', '738', '509', '616', '576', '694', '686', '339', '332', '82', '96', '23', '221', '607', '265', '239', '775', '347']
['545', '358', '61', '738', '767', '764', '694', '121', '432', '708', '618', '332', '707', '96', '288', '683', '537', '221', '199', '34']
['391', '546', '61', '509', '764', '666', '545', '162', '463', '14', '708', '339', '639', '82', '683', '20', '607', '199', '34', '775']
['391', '546', '61', '593', '525', '509', '767', '666', '597', '694', '545', '162', '121', '432', '14', '262', '82', '20', '678', '239']
['738', '509', '616', '740', '522', '83', '180', '694', '463', '121', '723', '618', '339', '332', '262', '707', '96', '288', '23', '20']
['563', '391', '546', '358', '767', '25', '740', '576', '162', '686', '121', '618', '339', '332', '262', '288', '23', '683', '20', '537']
['435', '546', '358', '593', '509', '767', '764', '694', '162', '463', '121', '723', '618', '262', '82', '23', '537', '607', '678', '239']
['391', '546', '358', '61', '593', '525', '738', '767', '616', '764', '576', '522', '666', '83', '694', '686', '14', '618', '332', '707']
['391', '546', '525', '767', '25', '740', '83', '597', '545', '686', '262', '707', '288', '607', '678', '265', '239', '599', '797', '487']
['546', '593', '738', '616', '764', '576', '522', '666', '162', '463', '686', '121', '708', '339', '639', '262', '650', '82', '23', '683']
['546', '358', '61', '509', '767', '616', '432', '618', '707', '288', '683', '20', '678', '265', '599', '248', '797', '487', '361', '670']
['391', '358', '61', '525', '738', '767', '740', '576', '522', '180', '463', '686', '121', '14', '262', '707', '23', '683', '20', '221']
['391', '61', '593', '767', '25', '666', '121', '618', '339', '639', '82', '707', '96', '288', '683', '221', '199', '265', '239', '599']
['699', '546', '61', '593', '666', '83', '180', '597', '545', '162', '432', '14', '708', '339', '639', '82', '288', '683', '678', '199']
['391', '738', '740', '522', '463', '723', '708', '537', '678', '361', '504', '676', '647', '479', '152', '433', '558', '693', '536', '492']
['738', '546', '61', '767', '740', '576', '545', '162', '121', '14', '339', '262', '650', '82', '707', '20', '221', '607', '678', '199']
['546', '525', '767', '616', '694', '162', '686', '618', '339', '639', '262', '82', '707', '288', '23', '683', '221', '607', '678', '265']
['676', '546', '61', '525', '738', '509', '764', '522', '83', '14', '708', '96', '288', '23', '20', '537', '221', '34', '775', '248']
['358', '61', '593', '738', '767', '25', '616', '764', '180', '432', '339', '332', '707', '96', '23', '221', '34', '775', '797', '487']
['391', '546', '61', '738', '509', '767', '764', '522', '597', '618', '262', '23', '20', '537', '678', '34', '265', '248', '487', '504']
['641', '525', '25', '666', '545', '463', '686', '618', '332', '639', '262', '707', '683', '537', '607', '678', '199', '34', '265', '239']
['190', '172', '391', '61', '525', '767', '25', '522', '83', '180', '597', '686', '121', '339', '639', '96', '288', '23', '34', '265']
['170', '358', '61', '593', '525', '25', '764', '740', '576', '694', '686', '121', '618', '332', '262', '23', '537', '221', '678', '199']
['643', '391', '546', '358', '525', '738', '25', '616', '180', '597', '694', '545', '686', '121', '723', '708', '332', '262', '650', '23']
['546', '593', '738', '576', '83', '597', '121', '432', '723', '618', '339', '639', '262', '650', '82', '96', '23', '607', '199', '265']
['391', '738', '740', '576', '83', '686', '618', '683', '34', '239', '775', '347', '599', '487', '361', '670', '614', '379', '433', '641']
['324', '358', '738', '767', '740', '576', '522', '666', '83', '180', '597', '694', '545', '463', '723', '708', '82', '707', '20', '265']
['391', '546', '525', '738', '509', '767', '616', '666', '83', '14', '339', '332', '639', '262', '537', '678', '34', '599', '487', '670']
['546', '593', '525', '616', '740', '83', '180', '694', '162', '463', '723', '339', '332', '639', '650', '82', '683', '537', '199', '487']
['391', '738', '767', '25', '764', '576', '180', '432', '339', '639', '650', '707', '96', '288', '23', '678', '599', '248', '797', '487']
['256', '593', '738', '767', '616', '740', '522', '597', '545', '121', '723', '618', '339', '332', '262', '683', '537', '34', '599', '248']
['391', '546', '738', '576', '180', '597', '162', '686', '708', '618', '262', '650', '23', '683', '537', '678', '34', '265', '248', '797']
['391', '61', '525', '509', '616', '764', '666', '597', '686', '432', '14', '339', '650', '82', '707', '96', '288', '678', '199', '34']
['82', '546', '738', '767', '576', '83', '180', '545', '723', '339', '332', '639', '707', '96', '683', '775', '248', '647', '479', '152']
['358', '738', '764', '522', '83', '180', '463', '121', '708', '618', '262', '96', '683', '199', '239', '599', '797', '504', '614', '220']
['708', '391', '358', '525', '738', '767', '83', '180', '597', '694', '463', '432', '723', '339', '262', '82', '707', '96', '20', '537']
['366', '520', '358', '61', '593', '525', '738', '522', '83', '180', '694', '162', '463', '686', '14', '339', '332', '639', '82', '23']
['715', '358', '593', '25', '83', '694', '545', '162', '463', '686', '121', '432', '708', '332', '262', '82', '288', '683', '20', '221']
['449', '688', '391', '593', '25', '764', '522', '180', '597', '694', '686', '14', '723', '332', '262', '650', '96', '537', '221', '199']
['593', '525', '767', '25', '616', '740', '576', '666', '694', '545', '723', '708', '618', '339', '96', '288', '20', '537', '678', '34']
['239', '593', '738', '509', '767', '522', '83', '180', '597', '694', '121', '432', '14', '288', '23', '678', '361', '614', '676', '152']
['391', '358', '525', '738', '509', '767', '764', '180', '694', '545', '723', '618', '262', '82', '96', '607', '34', '265', '239', '599']
['546', '738', '767', '616', '522', '666', '597', '686', '121', '14', '618', '332', '262', '650', '707', '96', '23', '199', '34', '347']
['391', '358', '593', '738', '616', '740', '576', '522', '666', '180', '597', '162', '686', '432', '723', '618', '332', '639', '96', '23']
['546', '61', '593', '738', '767', '740', '83', '162', '686', '121', '723', '339', '332', '639', '650', '82', '96', '23', '683', '20']
['208', '546', '358', '61', '509', '767', '616', '522', '162', '432', '723', '339', '639', '262', '288', '683', '607', '678', '34', '599']
['658', '412', '391', '546', '61', '738', '616', '764', '576', '666', '83', '180', '597', '545', '162', '14', '723', '708', '339', '332']
['358', '593', '509', '522', '545', '463', '686', '121', '432', '723', '618', '707', '288', '23', '20', '678', '199', '34', '347', '248']
['616', '546', '525', '767', '25', '764', '740', '694', '545', '463', '121', '14', '723', '332', '639', '262', '96', '20', '537', '221']
['391', '358', '509', '767', '25', '740', '576', '522', '83', '180', '597', '694', '121', '432', '618', '339', '262', '82', '20', '537']
['391', '738', '616', '764', '522', '180', '597', '14', '332', '650', '683', '20', '607', '678', '265', '347', '599', '361', '670', '504']
['391', '358', '61', '525', '597', '694', '686', '723', '708', '618', '332', '639', '82', '707', '96', '288', '20', '537', '221', '607']
['111', '358', '593', '525', '738', '509', '616', '576', '666', '180', '686', '121', '708', '339', '639', '82', '288', '683', '537', '607']
['525', '738', '509', '522', '666', '162', '121', '432', '707', '23', '683', '607', '265', '248', '244', '504', '676', '183', '479', '152']
['674', '358', '593', '509', '767', '25', '616', '764', '597', '694', '545', '432', '14', '332', '262', '650', '707', '96', '288', '683']
['546', '358', '593', '525', '738', '767', '616', '576', '666', '180', '597', '162', '432', '14', '723', '339', '639', '82', '96', '23']
['260', '391', '358', '525', '509', '767', '25', '616', '764', '576', '83', '180', '545', '686', '723', '332', '262', '23', '607', '199']
['61', '525', '509', '616', '764', '740', '522', '162', '121', '432', '14', '708', '618', '339', '639', '262', '650', '707', '288', '683']
['620', '391', '593', '738', '509', '764', '522', '666', '83', '180', '597', '694', '121', '14', '723', '708', '618', '339', '332', '639']
['391', '358', '61', '616', '666', '597', '694', '162', '463', '686', '14', '96', '23', '683', '537', '221', '678', '239', '347', '361']
['207', '546', '738', '509', '616', '576', '686', '723', '618', '339', '332', '262', '650', '288', '23', '20', '537', '607', '199', '239']
['61', '525', '738', '764', '576', '694', '162', '463', '686', '332', '639', '262', '650', '707', '96', '20', '607', '34', '265', '239']
['390', '525', '740', '576', '522', '666', '180', '545', '162', '463', '686', '708', '618', '639', '650', '82', '288', '683', '607', '34']
['78', '391', '61', '593', '525', '738', '25', '764', '740', '180', '597', '545', '162', '686', '121', '618', '332', '96', '288', '23']
['525', '767', '25', '616', '764', '740', '83', '180', '694', '545', '463', '121', '723', '618', '339', '332', '96', '23', '20', '537']
['135', '61', '525', '738', '767', '25', '576', '83', '463', '686', '708', '639', '262', '96', '23', '20', '199', '239', '347', '244']
['546', '61', '593', '616', '740', '522', '597', '463', '686', '121', '723', '262', '288', '537', '607', '265', '239', '347', '244', '361']
['347', '546', '358', '61', '593', '509', '767', '25', '616', '764', '740', '576', '180', '597', '432', '618', '262', '650', '707', '96']
['662', '391', '61', '509', '616', '764', '597', '545', '463', '686', '121', '332', '639', '262', '288', '23', '265', '239', '775', '347']
['358', '25', '616', '764', '576', '666', '83', '162', '463', '432', '14', '708', '339', '332', '23', '20', '678', '248', '797', '244']
['391', '546', '61', '764', '522', '666', '83', '162', '14', '723', '708', '332', '639', '96', '23', '221', '607', '678', '199', '248']
['391', '358', '61', '525', '509', '767', '25', '616', '764', '666', '83', '694', '121', '639', '262', '650', '23', '20', '607', '265']
['391', '546', '767', '764', '522', '180', '597', '694', '545', '162', '14', '723', '708', '262', '650', '96', '23', '607', '678', '199']
['374', '360', '593', '767', '740', '694', '545', '121', '14', '723', '639', '262', '650', '82', '707', '288', '23', '683', '199', '265']
['391', '61', '593', '509', '616', '576', '694', '545', '432', '618', '332', '639', '262', '650', '288', '683', '20', '221', '199', '347']
['738', '616', '522', '545', '162', '14', '708', '332', '82', '20', '347', '599', '248', '797', '676', '379', '183', '433', '772', '73']
['57', '168', '358', '61', '525', '764', '740', '522', '597', '694', '545', '162', '339', '683', '221', '678', '199', '347', '248', '361']
['391', '546', '738', '522', '180', '597', '545', '162', '463', '14', '723', '639', '262', '288', '537', '221', '607', '199', '239', '775']
['391', '358', '767', '616', '576', '522', '83', '180', '686', '121', '339', '639', '262', '650', '82', '23', '683', '537', '678', '265']
['391', '546', '593', '525', '509', '767', '522', '162', '686', '121', '708', '339', '262', '650', '607', '678', '34', '265', '775', '347']
['152', '391', '546', '61', '738', '767', '764', '180', '162', '463', '686', '432', '339', '262', '650', '707', '20', '537', '265', '239']
['264', '770', '266', '284', '358', '61', '593', '525', '25', '616', '740', '522', '597', '545', '463', '686', '432', '14', '723', '708']
['546', '738', '509', '740', '576', '522', '694', '545', '162', '432', '723', '618', '332', '639', '82', '96', '537', '221', '504', '676']
['47', '573', '546', '738', '767', '740', '83', '597', '694', '545', '162', '432', '723', '332', '650', '707', '683', '537', '221', '678']
['391', '358', '525', '25', '616', '764', '576', '180', '686', '121', '432', '14', '618', '339', '332', '639', '650', '82', '96', '683']
['391', '358', '61', '509', '767', '576', '83', '180', '597', '694', '162', '121', '432', '14', '618', '339', '332', '707', '288', '23']
