77
13
['1', '81', '161', '6']
['321', '721', '801', '881', '24']
['321', '721', '801', '961', '24']
['321', '721', '881', '961', '24']
['321', '801', '881', '961', '24']
['401', '481', '561', '641', '30']
['401', '481', '561', '721', '30']
['401', '481', '561', '801', '30']
['401', '481', '561', '881', '30']
['401', '481', '561', '961', '30']
['401', '481', '641', '721', '30']
['401', '481', '641', '801', '30']
['401', '481', '641', '881', '30']
['401', '481', '641', '961', '30']
['401', '481', '721', '801', '30']
['401', '481', '721', '881', '30']
['401', '481', '721', '961', '30']
['401', '481', '801', '881', '30']
['401', '481', '801', '961', '30']
['401', '481', '881', '961', '30']
['401', '561', '641', '721', '30']
['401', '561', '641', '801', '30']
['401', '561', '641', '881', '30']
['401', '561', '641', '961', '30']
['401', '561', '721', '801', '30']
['401', '561', '721', '881', '30']
['401', '561', '721', '961', '30']
['401', '561', '801', '881', '30']
['401', '561', '801', '961', '30']
['401', '561', '881', '961', '30']
['401', '641', '721', '801', '30']
['401', '641', '721', '881', '30']
['401', '641', '721', '961', '30']
['401', '641', '801', '881', '30']
['401', '641', '801', '961', '30']
['401', '641', '881', '961', '30']
['401', '721', '801', '881', '30']
['401', '721', '801', '961', '30']
['401', '721', '881', '961', '30']
['401', '801', '881', '961', '30']
['481', '561', '641', '721', '37']
['481', '561', '641', '801', '37']
['481', '561', '641', '881', '37']
['481', '561', '641', '961', '37']
['481', '561', '721', '801', '37']
['481', '561', '721', '881', '37']
['481', '561', '721', '961', '37']
['481', '561', '801', '881', '37']
['481', '561', '801', '961', '37']
['481', '561', '881', '961', '37']
['481', '641', '721', '801', '37']
['481', '641', '721', '881', '37']
['481', '641', '721', '961', '37']
['481', '641', '801', '881', '37']
['481', '641', '801', '961', '37']
['481', '641', '881', '961', '37']
['481', '721', '801', '881', '37']
['481', '721', '801', '961', '37']
['481', '721', '881', '961', '37']
['481', '801', '881', '961', '37']
['561', '641', '721', '801', '43']
['561', '641', '721', '881', '43']
['561', '641', '721', '961', '43']
['561', '641', '801', '881', '43']
['561', '641', '801', '961', '43']
['561', '641', '881', '961', '43']
['561', '721', '801', '881', '43']
['561', '721', '801', '961', '43']
['561', '721', '881', '961', '43']
['561', '801', '881', '961', '43']
['641', '721', '801', '881', '49']
['641', '721', '801', '961', '49']
['641', '721', '881', '961', '49']
['641', '801', '881', '961', '49']
['721', '801', '881', '961', '55']
['41', '121', '3']
['41', '201', '3']
['41', '281', '3']
['41', '361', '3']
['41', '441', '3']
['41', '521', '3']
['41', '601', '3']
['41', '681', '3']
['41', '761', '3']
['41', '841', '3']
['41', '921', '3']
['121', '201', '9']
['121', '281', '9']
['121', '361', '9']
['121', '441', '9']
['121', '521', '9']
['121', '601', '9']
['121', '681', '9']
['121', '761', '9']
['121', '841', '9']
['121', '921', '9']
['201', '281', '15']
['201', '361', '15']
['201', '441', '15']
['201', '521', '15']
['201', '601', '15']
['201', '681', '15']
['201', '761', '15']
['201', '841', '15']
['201', '921', '15']
['281', '361', '21']
['281', '441', '21']
['281', '521', '21']
['281', '601', '21']
['281', '681', '21']
['281', '761', '21']
['281', '841', '21']
['281', '921', '21']
['361', '441', '27']
['361', '521', '27']
['361', '601', '27']
['361', '681', '27']
['361', '761', '27']
['361', '841', '27']
['361', '921', '27']
['441', '521', '33']
['441', '601', '33']
['441', '681', '33']
['441', '761', '33']
['441', '841', '33']
['441', '921', '33']
['521', '601', '40']
['521', '681', '40']
['521', '761', '40']
['521', '841', '40']
['521', '921', '40']
['601', '681', '46']
['601', '761', '46']
['601', '841', '46']
['601', '921', '46']
['681', '761', '52']
['681', '841', '52']
['681', '921', '52']
['761', '841', '58']
['761', '921', '58']
['841', '921', '64']
['41', '121', '201', '3']
['41', '121', '281', '3']
['41', '121', '361', '3']
['41', '121', '441', '3']
['41', '121', '521', '3']
['41', '121', '601', '3']
['41', '121', '681', '3']
['41', '121', '761', '3']
['41', '121', '841', '3']
['41', '121', '921', '3']
['41', '201', '281', '3']
['41', '201', '361', '3']
['41', '201', '441', '3']
['41', '201', '521', '3']
['41', '201', '601', '3']
['41', '201', '681', '3']
['41', '201', '761', '3']
['41', '201', '841', '3']
['41', '201', '921', '3']
['41', '281', '361', '3']
['41', '281', '441', '3']
['41', '281', '521', '3']
['41', '281', '601', '3']
['41', '281', '681', '3']
['41', '281', '761', '3']
['41', '281', '841', '3']
['41', '281', '921', '3']
['41', '361', '441', '3']
['41', '361', '521', '3']
['41', '361', '601', '3']
['41', '361', '681', '3']
['41', '361', '761', '3']
['41', '361', '841', '3']
['41', '361', '921', '3']
['41', '441', '521', '3']
['41', '441', '601', '3']
['41', '441', '681', '3']
['41', '441', '761', '3']
['41', '441', '841', '3']
['41', '441', '921', '3']
['41', '521', '601', '3']
['41', '521', '681', '3']
['41', '521', '761', '3']
['41', '521', '841', '3']
['41', '521', '921', '3']
['41', '601', '681', '3']
['41', '601', '761', '3']
['41', '601', '841', '3']
['41', '601', '921', '3']
['41', '681', '761', '3']
['41', '681', '841', '3']
['41', '681', '921', '3']
['41', '761', '841', '3']
['41', '761', '921', '3']
['41', '841', '921', '3']
['121', '201', '281', '9']
['121', '201', '361', '9']
['121', '201', '441', '9']
['121', '201', '521', '9']
['121', '201', '601', '9']
['121', '201', '681', '9']
['121', '201', '761', '9']
['121', '201', '841', '9']
['121', '201', '921', '9']
['121', '281', '361', '9']
['121', '281', '441', '9']
['121', '281', '521', '9']
['121', '281', '601', '9']
['121', '281', '681', '9']
['121', '281', '761', '9']
['121', '281', '841', '9']
['121', '281', '921', '9']
['121', '361', '441', '9']
['121', '361', '521', '9']
['121', '361', '601', '9']
['121', '361', '681', '9']
['121', '361', '761', '9']
['121', '361', '841', '9']
['121', '361', '921', '9']
['121', '441', '521', '9']
['121', '441', '601', '9']
['121', '441', '681', '9']
['121', '441', '761', '9']
['121', '441', '841', '9']
['121', '441', '921', '9']
['121', '521', '601', '9']
['121', '521', '681', '9']
['121', '521', '761', '9']
['121', '521', '841', '9']
['121', '521', '921', '9']
['121', '601', '681', '9']
['121', '601', '761', '9']
['121', '601', '841', '9']
['121', '601', '921', '9']
['121', '681', '761', '9']
['121', '681', '841', '9']
['121', '681', '921', '9']
['121', '761', '841', '9']
['121', '761', '921', '9']
['121', '841', '921', '9']
['201', '281', '361', '15']
['201', '281', '441', '15']
['201', '281', '521', '15']
['201', '281', '601', '15']
['201', '281', '681', '15']
['201', '281', '761', '15']
['201', '281', '841', '15']
['201', '281', '921', '15']
['201', '361', '441', '15']
['201', '361', '521', '15']
['201', '361', '601', '15']
['201', '361', '681', '15']
['201', '361', '761', '15']
['201', '361', '841', '15']
['201', '361', '921', '15']
['201', '441', '521', '15']
['201', '441', '601', '15']
['201', '441', '681', '15']
['201', '441', '761', '15']
['201', '441', '841', '15']
['201', '441', '921', '15']
['201', '521', '601', '15']
['201', '521', '681', '15']
['201', '521', '761', '15']
['201', '521', '841', '15']
['201', '521', '921', '15']
['201', '601', '681', '15']
['201', '601', '761', '15']
['201', '601', '841', '15']
['201', '601', '921', '15']
['201', '681', '761', '15']
['201', '681', '841', '15']
['201', '681', '921', '15']
['201', '761', '841', '15']
['201', '761', '921', '15']
['201', '841', '921', '15']
['281', '361', '441', '21']
['281', '361', '521', '21']
['281', '361', '601', '21']
['281', '361', '681', '21']
['281', '361', '761', '21']
['281', '361', '841', '21']
['281', '361', '921', '21']
['281', '441', '521', '21']
['281', '441', '601', '21']
['281', '441', '681', '21']
['281', '441', '761', '21']
['281', '441', '841', '21']
['281', '441', '921', '21']
['281', '521', '601', '21']
['281', '521', '681', '21']
['281', '521', '761', '21']
['281', '521', '841', '21']
['281', '521', '921', '21']
['281', '601', '681', '21']
['281', '601', '761', '21']
['281', '601', '841', '21']
['281', '601', '921', '21']
['281', '681', '761', '21']
['281', '681', '841', '21']
['281', '681', '921', '21']
['281', '761', '841', '21']
['281', '761', '921', '21']
['281', '841', '921', '21']
['361', '441', '521', '27']
['361', '441', '601', '27']
['361', '441', '681', '27']
['361', '441', '761', '27']
['361', '441', '841', '27']
['361', '441', '921', '27']
['361', '521', '601', '27']
['361', '521', '681', '27']
['361', '521', '761', '27']
['361', '521', '841', '27']
['361', '521', '921', '27']
['361', '601', '681', '27']
['361', '601', '761', '27']
['361', '601', '841', '27']
['361', '601', '921', '27']
['361', '681', '761', '27']
['361', '681', '841', '27']
['361', '681', '921', '27']
['361', '761', '841', '27']
['361', '761', '921', '27']
['361', '841', '921', '27']
['441', '521', '601', '33']
['441', '521', '681', '33']
['441', '521', '761', '33']
['441', '521', '841', '33']
['441', '521', '921', '33']
['441', '601', '681', '33']
['441', '601', '761', '33']
['441', '601', '841', '33']
['441', '601', '921', '33']
['441', '681', '761', '33']
['441', '681', '841', '33']
['441', '681', '921', '33']
['441', '761', '841', '33']
['441', '761', '921', '33']
['441', '841', '921', '33']
['521', '601', '681', '40']
['521', '601', '761', '40']
['521', '601', '841', '40']
['521', '601', '921', '40']
['521', '681', '761', '40']
['521', '681', '841', '40']
['521', '681', '921', '40']
['521', '761', '841', '40']
['521', '761', '921', '40']
['521', '841', '921', '40']
['601', '681', '761', '46']
['601', '681', '841', '46']
['601', '681', '921', '46']
['601', '761', '841', '46']
['601', '761', '921', '46']
['601', '841', '921', '46']
['681', '761', '841', '52']
['681', '761', '921', '52']
['681', '841', '921', '52']
['761', '841', '921', '58']
['41', '121', '201', '281', '3']
['41', '121', '201', '361', '3']
['41', '121', '201', '441', '3']
['41', '121', '201', '521', '3']
['41', '121', '201', '601', '3']
['41', '121', '201', '681', '3']
['41', '121', '201', '761', '3']
['41', '121', '201', '841', '3']
['41', '121', '201', '921', '3']
['41', '121', '281', '361', '3']
['41', '121', '281', '441', '3']
['41', '121', '281', '521', '3']
['41', '121', '281', '601', '3']
['41', '121', '281', '681', '3']
['41', '121', '281', '761', '3']
['41', '121', '281', '841', '3']
['41', '121', '281', '921', '3']
['41', '121', '361', '441', '3']
['41', '121', '361', '521', '3']
['41', '121', '361', '601', '3']
['41', '121', '361', '681', '3']
['41', '121', '361', '761', '3']
['41', '121', '361', '841', '3']
['41', '121', '361', '921', '3']
['41', '121', '441', '521', '3']
['41', '121', '441', '601', '3']
['41', '121', '441', '681', '3']
['41', '121', '441', '761', '3']
['41', '121', '441', '841', '3']
['41', '121', '441', '921', '3']
['41', '121', '521', '601', '3']
['41', '121', '521', '681', '3']
['41', '121', '521', '761', '3']
['41', '121', '521', '841', '3']
['41', '121', '521', '921', '3']
['41', '121', '601', '681', '3']
['41', '121', '601', '761', '3']
['41', '121', '601', '841', '3']
['41', '121', '601', '921', '3']
['41', '121', '681', '761', '3']
['41', '121', '681', '841', '3']
['41', '121', '681', '921', '3']
['41', '121', '761', '841', '3']
['41', '121', '761', '921', '3']
['41', '121', '841', '921', '3']
['41', '201', '281', '361', '3']
['41', '201', '281', '441', '3']
['41', '201', '281', '521', '3']
['41', '201', '281', '601', '3']
['41', '201', '281', '681', '3']
['41', '201', '281', '761', '3']
['41', '201', '281', '841', '3']
['41', '201', '281', '921', '3']
['41', '201', '361', '441', '3']
['41', '201', '361', '521', '3']
['41', '201', '361', '601', '3']
['41', '201', '361', '681', '3']
['41', '201', '361', '761', '3']
['41', '201', '361', '841', '3']
['41', '201', '361', '921', '3']
['41', '201', '441', '521', '3']
['41', '201', '441', '601', '3']
['41', '201', '441', '681', '3']
['41', '201', '441', '761', '3']
['41', '201', '441', '841', '3']
['41', '201', '441', '921', '3']
['41', '201', '521', '601', '3']
['41', '201', '521', '681', '3']
['41', '201', '521', '761', '3']
['41', '201', '521', '841', '3']
['41', '201', '521', '921', '3']
['41', '201', '601', '681', '3']
['41', '201', '601', '761', '3']
['41', '201', '601', '841', '3']
['41', '201', '601', '921', '3']
['41', '201', '681', '761', '3']
['41', '201', '681', '841', '3']
['41', '201', '681', '921', '3']
['41', '201', '761', '841', '3']
['41', '201', '761', '921', '3']
['41', '201', '841', '921', '3']
['41', '281', '361', '441', '3']
['41', '281', '361', '521', '3']
['41', '281', '361', '601', '3']
['41', '281', '361', '681', '3']
['41', '281', '361', '761', '3']
['41', '281', '361', '841', '3']
['41', '281', '361', '921', '3']
['41', '281', '441', '521', '3']
['41', '281', '441', '601', '3']
['41', '281', '441', '681', '3']
['41', '281', '441', '761', '3']
['41', '281', '441', '841', '3']
['41', '281', '441', '921', '3']
['41', '281', '521', '601', '3']
['41', '281', '521', '681', '3']
['41', '281', '521', '761', '3']
['41', '281', '521', '841', '3']
['41', '281', '521', '921', '3']
['41', '281', '601', '681', '3']
['41', '281', '601', '761', '3']
['41', '281', '601', '841', '3']
['41', '281', '601', '921', '3']
['41', '281', '681', '761', '3']
['41', '281', '681', '841', '3']
['41', '281', '681', '921', '3']
['41', '281', '761', '841', '3']
['41', '281', '761', '921', '3']
['41', '281', '841', '921', '3']
['41', '361', '441', '521', '3']
['41', '361', '441', '601', '3']
['41', '361', '441', '681', '3']
['41', '361', '441', '761', '3']
['41', '361', '441', '841', '3']
['41', '361', '441', '921', '3']
['41', '361', '521', '601', '3']
['41', '361', '521', '681', '3']
['41', '361', '521', '761', '3']
['41', '361', '521', '841', '3']
['41', '361', '521', '921', '3']
['41', '361', '601', '681', '3']
['41', '361', '601', '761', '3']
['41', '361', '601', '841', '3']
['41', '361', '601', '921', '3']
['41', '361', '681', '761', '3']
['41', '361', '681', '841', '3']
['41', '361', '681', '921', '3']
['41', '361', '761', '841', '3']
['41', '361', '761', '921', '3']
['41', '361', '841', '921', '3']
['41', '441', '521', '601', '3']
['41', '441', '521', '681', '3']
['41', '441', '521', '761', '3']
['41', '441', '521', '841', '3']
['41', '441', '521', '921', '3']
['41', '441', '601', '681', '3']
['41', '441', '601', '761', '3']
['41', '441', '601', '841', '3']
['41', '441', '601', '921', '3']
['41', '441', '681', '761', '3']
['41', '441', '681', '841', '3']
['41', '441', '681', '921', '3']
['41', '441', '761', '841', '3']
['41', '441', '761', '921', '3']
['41', '441', '841', '921', '3']
['41', '521', '601', '681', '3']
['41', '521', '601', '761', '3']
['41', '521', '601', '841', '3']
['41', '521', '601', '921', '3']
['41', '521', '681', '761', '3']
['41', '521', '681', '841', '3']
['41', '521', '681', '921', '3']
['41', '521', '761', '841', '3']
['41', '521', '761', '921', '3']
['41', '521', '841', '921', '3']
['41', '601', '681', '761', '3']
['41', '601', '681', '841', '3']
['41', '601', '681', '921', '3']
['41', '601', '761', '841', '3']
['41', '601', '761', '921', '3']
['41', '601', '841', '921', '3']
['41', '681', '761', '841', '3']
['41', '681', '761', '921', '3']
['41', '681', '841', '921', '3']
['41', '761', '841', '921', '3']
['121', '201', '281', '361', '9']
['121', '201', '281', '441', '9']
['121', '201', '281', '521', '9']
['121', '201', '281', '601', '9']
['121', '201', '281', '681', '9']
['121', '201', '281', '761', '9']
['121', '201', '281', '841', '9']
['121', '201', '281', '921', '9']
['121', '201', '361', '441', '9']
['121', '201', '361', '521', '9']
['121', '201', '361', '601', '9']
['121', '201', '361', '681', '9']
['121', '201', '361', '761', '9']
['121', '201', '361', '841', '9']
['121', '201', '361', '921', '9']
['121', '201', '441', '521', '9']
['121', '201', '441', '601', '9']
['121', '201', '441', '681', '9']
['121', '201', '441', '761', '9']
['121', '201', '441', '841', '9']
['121', '201', '441', '921', '9']
['121', '201', '521', '601', '9']
['121', '201', '521', '681', '9']
['121', '201', '521', '761', '9']
['121', '201', '521', '841', '9']
['121', '201', '521', '921', '9']
['121', '201', '601', '681', '9']
['121', '201', '601', '761', '9']
['121', '201', '601', '841', '9']
['121', '201', '601', '921', '9']
['121', '201', '681', '761', '9']
['121', '201', '681', '841', '9']
['121', '201', '681', '921', '9']
['121', '201', '761', '841', '9']
['121', '201', '761', '921', '9']
['121', '201', '841', '921', '9']
['121', '281', '361', '441', '9']
['121', '281', '361', '521', '9']
['121', '281', '361', '601', '9']
['121', '281', '361', '681', '9']
['121', '281', '361', '761', '9']
['121', '281', '361', '841', '9']
['121', '281', '361', '921', '9']
['121', '281', '441', '521', '9']
['121', '281', '441', '601', '9']
['121', '281', '441', '681', '9']
['121', '281', '441', '761', '9']
['121', '281', '441', '841', '9']
['121', '281', '441', '921', '9']
['121', '281', '521', '601', '9']
['121', '281', '521', '681', '9']
['121', '281', '521', '761', '9']
['121', '281', '521', '841', '9']
['121', '281', '521', '921', '9']
['121', '281', '601', '681', '9']
['121', '281', '601', '761', '9']
['121', '281', '601', '841', '9']
['121', '281', '601', '921', '9']
['121', '281', '681', '761', '9']
['121', '281', '681', '841', '9']
['121', '281', '681', '921', '9']
['121', '281', '761', '841', '9']
['121', '281', '761', '921', '9']
['121', '281', '841', '921', '9']
['121', '361', '441', '521', '9']
['121', '361', '441', '601', '9']
['121', '361', '441', '681', '9']
['121', '361', '441', '761', '9']
['121', '361', '441', '841', '9']
['121', '361', '441', '921', '9']
['121', '361', '521', '601', '9']
['121', '361', '521', '681', '9']
['121', '361', '521', '761', '9']
['121', '361', '521', '841', '9']
['121', '361', '521', '921', '9']
['121', '361', '601', '681', '9']
['121', '361', '601', '761', '9']
['121', '361', '601', '841', '9']
['121', '361', '601', '921', '9']
['121', '361', '681', '761', '9']
['121', '361', '681', '841', '9']
['121', '361', '681', '921', '9']
['121', '361', '761', '841', '9']
['121', '361', '761', '921', '9']
['121', '361', '841', '921', '9']
['121', '441', '521', '601', '9']
['121', '441', '521', '681', '9']
['121', '441', '521', '761', '9']
['121', '441', '521', '841', '9']
['121', '441', '521', '921', '9']
['121', '441', '601', '681', '9']
['121', '441', '601', '761', '9']
['121', '441', '601', '841', '9']
['121', '441', '601', '921', '9']
['121', '441', '681', '761', '9']
['121', '441', '681', '841', '9']
['121', '441', '681', '921', '9']
['121', '441', '761', '841', '9']
['121', '441', '761', '921', '9']
['121', '441', '841', '921', '9']
['121', '521', '601', '681', '9']
['121', '521', '601', '761', '9']
['121', '521', '601', '841', '9']
['121', '521', '601', '921', '9']
['121', '521', '681', '761', '9']
['121', '521', '681', '841', '9']
['121', '521', '681', '921', '9']
['121', '521', '761', '841', '9']
['121', '521', '761', '921', '9']
['121', '521', '841', '921', '9']
['121', '601', '681', '761', '9']
['121', '601', '681', '841', '9']
['121', '601', '681', '921', '9']
['121', '601', '761', '841', '9']
['121', '601', '761', '921', '9']
['121', '601', '841', '921', '9']
['121', '681', '761', '841', '9']
['121', '681', '761', '921', '9']
['121', '681', '841', '921', '9']
['121', '761', '841', '921', '9']
['201', '281', '361', '441', '15']
['201', '281', '361', '521', '15']
['201', '281', '361', '601', '15']
['201', '281', '361', '681', '15']
['201', '281', '361', '761', '15']
['201', '281', '361', '841', '15']
['201', '281', '361', '921', '15']
['201', '281', '441', '521', '15']
['201', '281', '441', '601', '15']
['201', '281', '441', '681', '15']
['201', '281', '441', '761', '15']
['201', '281', '441', '841', '15']
['201', '281', '441', '921', '15']
['201', '281', '521', '601', '15']
['201', '281', '521', '681', '15']
['201', '281', '521', '761', '15']
['201', '281', '521', '841', '15']
['201', '281', '521', '921', '15']
['201', '281', '601', '681', '15']
['201', '281', '601', '761', '15']
['201', '281', '601', '841', '15']
['201', '281', '601', '921', '15']
['201', '281', '681', '761', '15']
['201', '281', '681', '841', '15']
['201', '281', '681', '921', '15']
['201', '281', '761', '841', '15']
['201', '281', '761', '921', '15']
['201', '281', '841', '921', '15']
['201', '361', '441', '521', '15']
['201', '361', '441', '601', '15']
['201', '361', '441', '681', '15']
['201', '361', '441', '761', '15']
['201', '361', '441', '841', '15']
['201', '361', '441', '921', '15']
['201', '361', '521', '601', '15']
['201', '361', '521', '681', '15']
['201', '361', '521', '761', '15']
['201', '361', '521', '841', '15']
['201', '361', '521', '921', '15']
['201', '361', '601', '681', '15']
['201', '361', '601', '761', '15']
['201', '361', '601', '841', '15']
['201', '361', '601', '921', '15']
['201', '361', '681', '761', '15']
['201', '361', '681', '841', '15']
['201', '361', '681', '921', '15']
['201', '361', '761', '841', '15']
['201', '361', '761', '921', '15']
['201', '361', '841', '921', '15']
['201', '441', '521', '601', '15']
['201', '441', '521', '681', '15']
['201', '441', '521', '761', '15']
['201', '441', '521', '841', '15']
['201', '441', '521', '921', '15']
['201', '441', '601', '681', '15']
['201', '441', '601', '761', '15']
['201', '441', '601', '841', '15']
['201', '441', '601', '921', '15']
['201', '441', '681', '761', '15']
['201', '441', '681', '841', '15']
['201', '441', '681', '921', '15']
['201', '441', '761', '841', '15']
['201', '441', '761', '921', '15']
['201', '441', '841', '921', '15']
['201', '521', '601', '681', '15']
['201', '521', '601', '761', '15']
['201', '521', '601', '841', '15']
['201', '521', '601', '921', '15']
['201', '521', '681', '761', '15']
['201', '521', '681', '841', '15']
['201', '521', '681', '921', '15']
['201', '521', '761', '841', '15']
['201', '521', '761', '921', '15']
['201', '521', '841', '921', '15']
['201', '601', '681', '761', '15']
['201', '601', '681', '841', '15']
['201', '601', '681', '921', '15']
['201', '601', '761', '841', '15']
['201', '601', '761', '921', '15']
['201', '601', '841', '921', '15']
['201', '681', '761', '841', '15']
['201', '681', '761', '921', '15']
['201', '681', '841', '921', '15']
['201', '761', '841', '921', '15']
['281', '361', '441', '521', '21']
['281', '361', '441', '601', '21']
['281', '361', '441', '681', '21']
['281', '361', '441', '761', '21']
['281', '361', '441', '841', '21']
['281', '361', '441', '921', '21']
['281', '361', '521', '601', '21']
['281', '361', '521', '681', '21']
['281', '361', '521', '761', '21']
['281', '361', '521', '841', '21']
['281', '361', '521', '921', '21']
['281', '361', '601', '681', '21']
['281', '361', '601', '761', '21']
['281', '361', '601', '841', '21']
['281', '361', '601', '921', '21']
['281', '361', '681', '761', '21']
['281', '361', '681', '841', '21']
['281', '361', '681', '921', '21']
['281', '361', '761', '841', '21']
['281', '361', '761', '921', '21']
['281', '361', '841', '921', '21']
['281', '441', '521', '601', '21']
['281', '441', '521', '681', '21']
['281', '441', '521', '761', '21']
['281', '441', '521', '841', '21']
['281', '441', '521', '921', '21']
['281', '441', '601', '681', '21']
['281', '441', '601', '761', '21']
['281', '441', '601', '841', '21']
['281', '441', '601', '921', '21']
['281', '441', '681', '761', '21']
['281', '441', '681', '841', '21']
['281', '441', '681', '921', '21']
['281', '441', '761', '841', '21']
['281', '441', '761', '921', '21']
['281', '441', '841', '921', '21']
['281', '521', '601', '681', '21']
['281', '521', '601', '761', '21']
['281', '521', '601', '841', '21']
['281', '521', '601', '921', '21']
['281', '521', '681', '761', '21']
['281', '521', '681', '841', '21']
['281', '521', '681', '921', '21']
['281', '521', '761', '841', '21']
['281', '521', '761', '921', '21']
['281', '521', '841', '921', '21']
['281', '601', '681', '761', '21']
['281', '601', '681', '841', '21']
['281', '601', '681', '921', '21']
['281', '601', '761', '841', '21']
['281', '601', '761', '921', '21']
['281', '601', '841', '921', '21']
['281', '681', '761', '841', '21']
['281', '681', '761', '921', '21']
['281', '681', '841', '921', '21']
['281', '761', '841', '921', '21']
['361', '441', '521', '601', '27']
['361', '441', '521', '681', '27']
['361', '441', '521', '761', '27']
['361', '441', '521', '841', '27']
['361', '441', '521', '921', '27']
['361', '441', '601', '681', '27']
['361', '441', '601', '761', '27']
['361', '441', '601', '841', '27']
['361', '441', '601', '921', '27']
['361', '441', '681', '761', '27']
['361', '441', '681', '841', '27']
['361', '441', '681', '921', '27']
['361', '441', '761', '841', '27']
['361', '441', '761', '921', '27']
['361', '441', '841', '921', '27']
['361', '521', '601', '681', '27']
['361', '521', '601', '761', '27']
['361', '521', '601', '841', '27']
['361', '521', '601', '921', '27']
['361', '521', '681', '761', '27']
['361', '521', '681', '841', '27']
['361', '521', '681', '921', '27']
['361', '521', '761', '841', '27']
['361', '521', '761', '921', '27']
['361', '521', '841', '921', '27']
['361', '601', '681', '761', '27']
['361', '601', '681', '841', '27']
['361', '601', '681', '921', '27']
['361', '601', '761', '841', '27']
['361', '601', '761', '921', '27']
['361', '601', '841', '921', '27']
['361', '681', '761', '841', '27']
['361', '681', '761', '921', '27']
['361', '681', '841', '921', '27']
['361', '761', '841', '921', '27']
['441', '521', '601', '681', '33']
['441', '521', '601', '761', '33']
['441', '521', '601', '841', '33']
['441', '521', '601', '921', '33']
['441', '521', '681', '761', '33']
['441', '521', '681', '841', '33']
['441', '521', '681', '921', '33']
['441', '521', '761', '841', '33']
['441', '521', '761', '921', '33']
['441', '521', '841', '921', '33']
['441', '601', '681', '761', '33']
['441', '601', '681', '841', '33']
['441', '601', '681', '921', '33']
['441', '601', '761', '841', '33']
['441', '601', '761', '921', '33']
['441', '601', '841', '921', '33']
['441', '681', '761', '841', '33']
['441', '681', '761', '921', '33']
['441', '681', '841', '921', '33']
['441', '761', '841', '921', '33']
['521', '601', '681', '761', '40']
['521', '601', '681', '841', '40']
['521', '601', '681', '921', '40']
['521', '601', '761', '841', '40']
['521', '601', '761', '921', '40']
['521', '601', '841', '921', '40']
['521', '681', '761', '841', '40']
['521', '681', '761', '921', '40']
['521', '681', '841', '921', '40']
['521', '761', '841', '921', '40']
['601', '681', '761', '841', '46']
['601', '681', '761', '921', '46']
['601', '681', '841', '921', '46']
['601', '761', '841', '921', '46']
['681', '761', '841', '921', '52']
