30
40
['0', '1', '2']
['43', '3', '12', '36', '38']
['42', '30', '36', '23', '6']
['49', '14', '48', '31', '9']
['44', '3', '10', '49', '4']
['6', '36', '27', '18', '32']
['18', '7', '35', '39', '36']
['36', '45', '21', '32', '37']
['29', '36', '0', '37', '27']
['7', '1', '49', '8', '11']
['9', '25', '39', '19', '24']
['6', '26', '27', '21', '11']
['41', '38', '44', '48', '12']
['45', '29', '0', '34', '12']
['6', '37', '11', '48', '40']
['33', '43', '0', '35', '26']
['1', '15', '46', '10', '49']
['41', '0', '43', '25', '2']
['26', '49', '24', '22', '29']
['31', '17', '38', '27', '5']
['15', '17', '21', '7', '0']
['42', '40', '49', '27', '24']
['4', '26', '22', '44', '19']
['13', '46', '16', '0', '23']
['27', '41', '43', '13', '19']
['21', '45', '14', '33', '22']
['4', '39', '37', '5', '49']
['34', '16', '35', '31', '27']
['2', '9', '15', '11', '41']
['7', '27', '3', '49', '47']
['46', '17', '2', '22', '7']
['23', '19', '18', '41', '36']
['26', '25', '47', '44', '22']
['5', '32', '46', '17', '39']
['21', '9', '5', '45', '48']
['20', '10', '36', '33', '45']
['45', '23', '5', '4', '11']
['3', '47', '49', '1', '28']
['2', '29', '1', '4', '5']
['7', '34', '8', '47', '3']
['1', '44', '14', '35', '6']
['2', '17', '15', '3', '47']
['47', '34', '19', '31', '45']
['9', '8', '1', '28', '36']
['30', '39', '33', '8', '1']
['17', '24', '7', '45', '26']
['36', '43', '6', '29', '10']
['15', '19', '35', '41', '1']
['46', '47', '43', '19', '22']
['11', '19', '14', '37', '24']
['9', '38', '22', '26', '33']
['17', '34', '39', '15', '6']
['18', '7', '11', '36', '38']
['3', '8', '43', '34', '48']
['43', '45', '16', '15', '1']
['35', '43', '1', '16', '32']
['17', '31', '9', '0', '2']
['36', '6', '30', '41', '8']
['8', '22', '26', '0', '47']
['30', '32', '44', '25', '17']
['18', '4', '19', '43', '48']
['11', '16', '24', '3', '47']
['5', '31', '48', '41', '30']
['8', '24', '48', '41', '36']
['23', '38', '11', '27', '17']
['36', '32', '9', '20', '47']
['31', '5', '15', '26', '47']
['32', '12', '43', '21', '11']
['44', '15', '47', '40', '29']
['39', '46', '24', '48', '23']
['0', '37', '26', '39', '1']
['27', '29', '34', '2', '21']
['18', '6', '23', '13', '7']
['17', '7', '21', '23', '18']
['44', '2', '22', '36', '20']
['13', '29', '5', '40', '38']
['38', '31', '22', '15', '40']
['11', '24', '12', '49', '39']
['42', '30', '6', '18', '32']
['12', '15', '13', '28', '36']
['21', '32', '28', '24', '41']
['32', '49', '48', '33', '6']
['11', '3', '17', '37', '40']
['0', '9', '10', '37', '1']
['42', '21', '6', '18', '39']
['11', '49', '4', '33', '19']
['39', '7', '46', '41', '37']
['0', '3', '34', '42', '2']
['5', '46', '27', '29', '26']
['33', '38', '19', '20', '15']
['49', '14', '23', '13', '38']
['47', '38', '15', '24', '30']
['33', '30', '31', '36', '41']
['31', '3', '16', '46', '29']
['3', '1', '12', '42', '8']
['1', '12', '5', '41', '35']
['39', '3', '30', '11', '26']
['48', '8', '34', '39', '0']
['39', '24', '21', '8', '34']
['0', '2', '43', '28', '39']
['45', '36', '34', '41', '1']
['6', '41', '42', '44', '46']
['34', '39', '32', '22', '3']
['35', '47', '1', '22', '0']
['36', '26', '14', '47', '20']
['34', '22', '8', '27', '19']
['14', '49', '18', '17', '23']
['4', '2', '35', '38', '28']
['31', '14', '13', '4', '2']
['38', '16', '20', '32', '9']
['26', '43', '38', '39', '9']
['32', '44', '15', '14', '18']
['13', '17', '27', '15', '32']
['13', '17', '7', '36', '30']
['33', '30', '15', '18', '48']
['39', '31', '27', '49', '2']
['49', '24', '48', '22', '13']
['28', '45', '20', '18', '38']
['10', '33', '49', '28', '16']
['6', '22', '3', '49', '10']
['6', '38', '33', '16', '47']
['9', '38', '10', '18', '13']
['36', '47', '29', '40', '48']
['11', '23', '45', '28', '41']
['26', '5', '49', '20', '17']
['47', '10', '2', '34', '20']
['9', '44', '38', '15', '0']
['14', '39', '32', '43', '15']
['8', '12', '49', '43', '5']
