13
105
['486', '224', '742']
['8', '486', '2']
['2', '8', '847']
['983', '224', '847']
['486', '983', '847']
['380', '2', '822']
['847', '983', '380']
['742', '2', '380']
['224', '983', '486']
['806', '70', '380']
['2', '160', '983']
['131', '742', '847']
['380', '2', '8']
['70', '486', '131']
['70', '160', '380']
['70', '2', '486']
['983', '2', '224']
['8', '847', '806']
['70', '160', '224']
['742', '380', '983']
['486', '380', '131']
['983', '847', '806']
['742', '131', '160']
['847', '8', '742']
['131', '380', '2']
['70', '8', '131']
['822', '70', '742']
['8', '160', '847']
['380', '224', '806']
['131', '160', '742']
['742', '2', '131']
['486', '8', '983']
['380', '2', '8']
['983', '742', '380']
['486', '70', '742']
['983', '160', '224']
['822', '983', '2']
['822', '224', '131']
['742', '822', '380']
['806', '380', '131']
['486', '8', '822']
['983', '8', '2']
['160', '847', '2']
['224', '2', '847']
['486', '8', '742']
['160', '983', '822']
['742', '8', '822']
['806', '131', '8']
['224', '8', '983']
['806', '8', '486']
['822', '70', '131']
['2', '847', '8']
['160', '822', '742']
['131', '742', '224']
['380', '806', '983']
['380', '8', '486']
['847', '486', '131']
['983', '742', '847']
['847', '160', '70']
['742', '160', '983']
['70', '847', '742']
['380', '70', '2']
['380', '742', '70']
['822', '486', '742']
['160', '380', '847']
['822', '70', '131']
['822', '70', '806']
['224', '8', '131']
['380', '8', '822']
['8', '822', '806']
['160', '224', '806']
['160', '847', '131']
['822', '160', '983']
['983', '70', '380']
['2', '224', '742']
['2', '486', '70']
['2', '8', '131']
['8', '160', '742']
['160', '224', '380']
['742', '8', '2']
['983', '486', '131']
['160', '70', '742']
['8', '847', '380']
['742', '847', '131']
['742', '822', '2']
['983', '847', '486']
['8', '486', '2']
['160', '8', '224']
['806', '131', '224']
['822', '224', '742']
['224', '847', '822']
['160', '822', '8']
['2', '806', '380']
['70', '380', '2']
['131', '486', '806']
['380', '8', '983']
['822', '131', '742']
['380', '8', '224']
['160', '2', '131']
['806', '8', '486']
['742', '486', '8']
['847', '160', '2']
['160', '847', '486']
['806', '131', '8']
['70', '2', '847']
['742', '2', '983']
['2', '486', '160']
['806', '380', '486']
['224', '380', '8']
['8', '847', '2']
['806', '380', '2']
['486', '983', '847']
['822', '486', '847']
['70', '806', '822']
['131', '380', '160']
['847', '224', '70']
['806', '822', '742']
['131', '160', '486']
['2', '131', '160']
['822', '380', '983']
['2', '160', '847']
['224', '806', '742']
['2', '847', '983']
['8', '160', '224']
['2', '486', '983']
['160', '224', '822']
['806', '160', '847']
['8', '70', '224']
['742', '160', '983']
['8', '806', '822']
['742', '380', '806']
['847', '742', '70']
['8', '822', '70']
['70', '160', '8']
['8', '847', '2']
['131', '822', '742']
['8', '486', '822']
['847', '486', '160']
['131', '160', '2']
['2', '160', '70']
['380', '224', '983']
['131', '160', '486']
['983', '8', '224']
['983', '742', '380']
['160', '131', '8']
['131', '847', '806']
['2', '983', '380']
['224', '8', '983']
['224', '847', '806']
['822', '806', '847']
['806', '70', '983']
['847', '160', '224']
['2', '486', '806']
['224', '380', '70']
['847', '2', '70']
['822', '131', '224']
['847', '224', '742']
['131', '806', '160']
['2', '224', '806']
['224', '8', '983']
['486', '847', '983']
['983', '847', '806']
['131', '822', '8']
['742', '847', '983']
['486', '2', '806']
['70', '131', '486']
['70', '224', '806']
['2', '70', '847']
['2', '847', '380']
['70', '160', '2']
['806', '983', '822']
['806', '486', '380']
['742', '380', '70']
['847', '131', '822']
['8', '380', '70']
['380', '2', '70']
['70', '742', '806']
['486', '380', '983']
['8', '131', '822']
['806', '822', '742']
['70', '806', '983']
['160', '2', '742']
['70', '8', '806']
['486', '8', '380']
['380', '742', '160']
['2', '486', '742']
['160', '70', '822']
['131', '70', '160']
['983', '224', '822']
['131', '8', '224']
['822', '486', '160']
['224', '486', '70']
['983', '822', '2']
['486', '8', '806']
['2', '983', '8']
['380', '806', '224']
['224', '486', '822']
['224', '486', '983']
['847', '486', '2']
['8', '2', '70']
['486', '806', '822']
['2', '742', '847']
['160', '983', '847']
['983', '742', '2']
['224', '983', '847']
['486', '380', '8']
['380', '486', '160']
['486', '806', '983']
['131', '806', '224']
['70', '224', '983']
['742', '131', '224']
['8', '2', '160']
['822', '160', '2']
['847', '983', '380']
['983', '822', '486']
['70', '224', '2']
['160', '70', '847']
['2', '742', '983']
['822', '742', '8']
['806', '380', '8']
['224', '131', '983']
['983', '70', '742']
['486', '8', '224']
['822', '742', '847']
['224', '380', '847']
['983', '822', '380']
['822', '380', '742']
['70', '742', '486']
['160', '224', '983']
['822', '806', '486']
['8', '847', '224']
['983', '822', '8']
['131', '224', '742']
['224', '742', '2']
['486', '822', '224']
['131', '2', '380']
['380', '224', '806']
['380', '847', '806']
['160', '486', '8']
['983', '160', '742']
['380', '742', '224']
['742', '847', '160']
['742', '486', '8']
['847', '983', '380']
['806', '983', '224']
['847', '8', '822']
['822', '2', '380']
['70', '8', '847']
['70', '847', '806']
['486', '8', '2']
['380', '847', '806']
['806', '70', '131']
['131', '160', '380']
['160', '742', '224']
['486', '742', '847']
['2', '8', '742']
['224', '742', '806']
['983', '822', '70']
['806', '160', '742']
['2', '131', '380']
['160', '983', '486']
['847', '486', '131']
['160', '983', '380']
['983', '806', '70']
['8', '160', '742']
['131', '380', '983']
['160', '8', '822']
['822', '742', '806']
['2', '160', '8']
['822', '847', '131']
['742', '847', '160']
['822', '380', '806']
['224', '822', '70']
['742', '131', '983']
['847', '983', '160']
['160', '983', '70']
['983', '847', '224']
['70', '160', '2']
['160', '806', '8']
['131', '70', '380']
['70', '224', '983']
['2', '486', '806']
['131', '2', '380']
['806', '822', '847']
['822', '131', '8']
['2', '486', '160']
['70', '742', '224']
['2', '160', '224']
['742', '2', '70']
['380', '70', '806']
['8', '160', '224']
['486', '983', '847']
['8', '486', '224']
['380', '8', '983']
['8', '380', '2']
['983', '2', '847']
['380', '806', '742']
['847', '486', '806']
['742', '8', '131']
['380', '8', '486']
['2', '486', '742']
['847', '224', '806']
['131', '486', '70']
['380', '2', '224']
['160', '2', '983']
['160', '983', '380']
['380', '224', '160']
['8', '224', '70']
['70', '380', '847']
['822', '983', '2']
['131', '983', '160']
['131', '380', '224']
['224', '847', '131']
['486', '224', '847']
['806', '380', '742']
['224', '983', '742']
['847', '822', '983']
['224', '160', '806']
['131', '380', '983']
['224', '131', '847']
['742', '380', '806']
['380', '486', '742']
['983', '131', '806']
['2', '983', '380']
['486', '224', '847']
['8', '2', '847']
['486', '2', '160']
['224', '486', '380']
['70', '742', '380']
['806', '847', '70']
['983', '8', '486']
['486', '131', '2']
['70', '8', '160']
['70', '742', '806']
['160', '822', '847']
['983', '847', '8']
['847', '380', '70']
['380', '822', '224']
['380', '131', '983']
['806', '224', '983']
['486', '160', '742']
['224', '2', '8']
['380', '486', '806']
['806', '70', '847']
['160', '742', '983']
['822', '160', '847']
['8', '847', '70']
['983', '224', '822']
['983', '131', '224']
['160', '983', '806']
['160', '8', '847']
['983', '486', '70']
['486', '847', '224']
['983', '822', '70']
['983', '806', '486']
['8', '380', '160']
['847', '742', '806']
['131', '8', '2']
['847', '70', '380']
['486', '8', '983']
['847', '822', '742']
['131', '742', '224']
['160', '486', '131']
['380', '822', '806']
['8', '486', '847']
['70', '160', '224']
['486', '380', '8']
['2', '224', '8']
['70', '486', '983']
['806', '822', '131']
['8', '983', '2']
['380', '847', '224']
['8', '224', '2']
['380', '131', '160']
['8', '806', '983']
['160', '224', '983']
['983', '160', '847']
['160', '847', '8']
['847', '2', '380']
['983', '486', '131']
['847', '486', '70']
['2', '847', '70']
['224', '8', '847']
['806', '822', '8']
['742', '2', '822']
['160', '847', '806']
['2', '742', '806']
['806', '131', '847']
['806', '8', '160']
['806', '2', '983']
['224', '380', '8']
['742', '131', '70']
['806', '983', '160']
['486', '380', '224']
['160', '983', '822']
['224', '8', '822']
['742', '70', '224']
['822', '847', '983']
['8', '742', '2']
['70', '2', '822']
['742', '160', '70']
['70', '822', '486']
['983', '742', '822']
['131', '380', '847']
['983', '847', '486']
['983', '131', '160']
['131', '847', '380']
['847', '742', '8']
['8', '2', '224']
['983', '822', '2']
['8', '822', '742']
['70', '2', '160']
['983', '742', '847']
['224', '70', '380']
['380', '486', '806']
['160', '2', '70']
['847', '806', '224']
['486', '8', '2']
['224', '806', '822']
['847', '2', '822']
['806', '380', '486']
['160', '742', '131']
['380', '160', '2']
['224', '2', '742']
['983', '822', '2']
['8', '806', '983']
['822', '160', '2']
['806', '224', '847']
['806', '983', '70']
['224', '486', '131']
['822', '224', '983']
['160', '380', '742']
['983', '224', '160']
['806', '2', '160']
['822', '2', '486']
['8', '131', '380']
['160', '486', '380']
['160', '847', '2']
['70', '822', '742']
['224', '8', '160']
['822', '224', '847']
['380', '2', '8']
['806', '822', '847']
['847', '822', '2']
['380', '983', '8']
['131', '224', '486']
['983', '70', '2']
['806', '847', '70']
['983', '847', '2']
['983', '380', '742']
['70', '8', '380']
['380', '8', '847']
['160', '847', '983']
['806', '742', '160']
['131', '224', '2']
['131', '983', '160']
['983', '2', '380']
['160', '806', '742']
['822', '224', '806']
['983', '822', '2']
['380', '983', '806']
['822', '847', '983']
['380', '486', '983']
['224', '160', '486']
['160', '742', '131']
['822', '742', '224']
['8', '847', '2']
['983', '742', '2']
['8', '70', '983']
['8', '806', '2']
['742', '131', '806']
['131', '380', '983']
['224', '380', '70']
['486', '160', '822']
['131', '70', '806']
['2', '380', '8']
['224', '742', '806']
['486', '160', '983']
['2', '8', '486']
['131', '70', '224']
['224', '742', '70']
['847', '224', '160']
['160', '983', '486']
['742', '983', '822']
['847', '380', '486']
['486', '70', '224']
['983', '2', '822']
['822', '380', '2']
['380', '847', '224']
['380', '983', '486']
['224', '70', '742']
['70', '224', '8']
['806', '847', '983']
['983', '224', '8']
['8', '847', '70']
['224', '2', '380']
['486', '983', '8']
['380', '224', '486']
['380', '131', '486']
['70', '131', '8']
['486', '160', '224']
['983', '160', '380']
['160', '224', '806']
['486', '224', '983']
['8', '380', '70']
['486', '380', '131']
['742', '8', '806']
['2', '160', '822']
['131', '70', '983']
['742', '380', '224']
['806', '847', '983']
['983', '486', '70']
['2', '380', '806']
['380', '8', '822']
['8', '70', '224']
['806', '847', '983']
['2', '224', '742']
['486', '806', '2']
['847', '8', '224']
['224', '806', '160']
['131', '70', '486']
['70', '8', '2']
['806', '380', '160']
['806', '983', '742']
['70', '806', '380']
['806', '486', '131']
['486', '806', '224']
['131', '2', '224']
['8', '983', '224']
['224', '8', '380']
['380', '160', '983']
['2', '847', '224']
['70', '806', '847']
['806', '224', '70']
['822', '8', '380']
['224', '742', '160']
['70', '742', '847']
['847', '131', '822']
['8', '380', '742']
['8', '131', '160']
['224', '822', '70']
['2', '70', '160']
['2', '160', '983']
['131', '847', '70']
['2', '983', '8']
['160', '806', '486']
['983', '822', '70']
['380', '806', '224']
['131', '742', '380']
['742', '983', '380']
['2', '131', '822']
['486', '742', '2']
['224', '131', '983']
['380', '822', '983']
['822', '8', '486']
['806', '8', '380']
['380', '847', '486']
['380', '8', '70']
['380', '8', '224']
['486', '8', '224']
['160', '2', '224']
['8', '131', '806']
['380', '2', '486']
['8', '131', '486']
['160', '224', '380']
['160', '70', '8']
['2', '8', '983']
['2', '160', '806']
['160', '2', '822']
['2', '8', '847']
['806', '224', '742']
['70', '160', '983']
['806', '160', '8']
['8', '822', '806']
['822', '742', '847']
['160', '983', '8']
['131', '8', '806']
['160', '70', '8']
['160', '8', '224']
['224', '742', '131']
['2', '131', '224']
['983', '2', '847']
['8', '70', '847']
['742', '70', '983']
['70', '2', '131']
['224', '847', '486']
['742', '8', '131']
['742', '822', '983']
['8', '983', '2']
['806', '983', '380']
['2', '486', '70']
['2', '224', '822']
['983', '486', '131']
['8', '486', '806']
['131', '160', '742']
['131', '822', '8']
['847', '380', '806']
['486', '160', '2']
['70', '160', '131']
['983', '822', '224']
['131', '806', '224']
['2', '847', '486']
['2', '983', '131']
