200
800
['34', '574', '148', '372', '909']
['356', '178', '466', '957', '673', '115', '446', '547', '421', '49', '663', '928', '577', '315', '627', '479', '449', '802', '674', '176']
['872', '719', '558', '181', '878', '910', '603', '52', '205', '309', '382', '240', '580', '867', '55', '199', '174', '468', '778', '293']
['123', '885', '530', '180', '519', '9', '812', '25', '903', '515', '625', '442', '890', '14', '724', '240', '557', '226', '726', '154']
['716', '75', '318', '548', '658', '450', '70', '477', '919', '844', '651', '212', '80', '972', '812', '401', '989', '302', '35', '343']
['462', '403', '339', '727', '825', '146', '136', '249', '671', '42', '490', '888', '821', '406', '181', '986', '315', '524', '333', '171']
['299', '487', '222', '438', '994', '219', '505', '615', '162', '32', '192', '969', '842', '639', '185', '20', '550', '860', '731', '693']
['440', '117', '203', '102', '597', '927', '692', '618', '821', '235', '792', '41', '553', '21', '7', '469', '376', '0', '950', '417']
['945', '815', '822', '752', '776', '39', '270', '578', '406', '96', '842', '234', '740', '171', '70', '745', '722', '249', '873', '303']
['58', '335', '588', '809', '102', '361', '840', '857', '559', '871', '730', '209', '584', '27', '673', '929', '853', '109', '71', '107']
['976', '623', '418', '339', '813', '629', '29', '361', '225', '718', '41', '200', '827', '462', '839', '133', '448', '782', '876', '69']
['512', '47', '213', '840', '470', '268', '560', '144', '412', '233', '143', '0', '495', '44', '575', '875', '526', '648', '558', '466']
['614', '220', '843', '755', '204', '300', '951', '933', '662', '568', '857', '169', '234', '956', '473', '279', '445', '519', '604', '657']
['315', '116', '989', '835', '715', '959', '625', '563', '833', '743', '490', '656', '880', '127', '870', '629', '399', '430', '867', '823']
['274', '382', '127', '585', '847', '343', '783', '30', '434', '224', '338', '399', '112', '889', '629', '313', '626', '501', '794', '289']
['896', '363', '279', '676', '479', '862', '140', '750', '590', '623', '980', '662', '422', '40', '102', '249', '245', '960', '936', '995']
['415', '437', '468', '890', '390', '996', '746', '82', '344', '823', '624', '470', '462', '514', '733', '916', '560', '994', '526', '423']
['339', '323', '849', '714', '139', '552', '945', '558', '733', '135', '844', '662', '10', '492', '382', '801', '13', '893', '458', '25']
['9', '577', '491', '464', '830', '965', '784', '912', '155', '58', '771', '817', '909', '867', '838', '511', '69', '16', '286', '178']
['242', '806', '727', '843', '259', '387', '57', '204', '364', '996', '278', '143', '931', '960', '676', '686', '519', '908', '795', '800']
['897', '932', '867', '997', '873', '394', '563', '850', '752', '26', '911', '426', '5', '697', '280', '28', '81', '345', '860', '298']
['80', '655', '617', '656', '408', '276', '972', '634', '907', '402', '137', '948', '173', '771', '157', '167', '768', '70', '318', '263']
['489', '640', '629', '294', '177', '576', '69', '154', '95', '442', '46', '229', '674', '383', '70', '415', '609', '693', '315', '745']
['782', '184', '740', '850', '665', '96', '514', '412', '892', '913', '679', '698', '750', '916', '904', '206', '570', '828', '11', '637']
['586', '37', '760', '350', '75', '273', '852', '111', '394', '263', '484', '622', '302', '613', '704', '548', '929', '114', '876', '238']
['210', '155', '873', '753', '546', '32', '997', '338', '374', '720', '794', '626', '388', '144', '736', '446', '973', '772', '71', '988']
['491', '270', '527', '592', '201', '731', '437', '130', '394', '385', '86', '691', '730', '757', '240', '650', '312', '74', '494', '488']
['326', '630', '109', '22', '62', '486', '276', '557', '60', '539', '405', '555', '879', '263', '757', '842', '497', '890', '72', '377']
['295', '377', '141', '610', '225', '467', '318', '130', '485', '739', '766', '706', '286', '944', '796', '823', '99', '20', '891', '806']
['947', '844', '917', '975', '298', '831', '552', '416', '97', '431', '744']
['767', '239', '477', '763', '156', '808', '152', '837', '130', '904', '898', '208', '578', '647', '232', '417', '444', '490', '131', '546']
['900', '332', '765', '110', '547', '588', '481', '937', '263', '548', '330', '183', '232', '139', '645', '276', '866', '161', '460', '743']
['965', '138', '252', '698', '323', '651', '396', '820', '386', '595', '628', '976', '887', '988', '940', '418', '254', '377', '634', '112']
['734', '209', '520', '809', '58', '822', '652', '228', '6', '160', '677', '221', '699', '713', '794', '341', '694', '702', '836', '758']
['225', '52', '22', '318', '62', '275', '619', '384', '574', '107', '260', '596', '306', '503', '147', '499', '18', '121', '930', '104']
['428', '274', '823', '915', '717', '434', '97', '401', '676', '188', '679', '214', '375', '872', '927', '880', '126', '389', '458', '669']
['268', '839', '46', '16', '485', '10', '533', '187', '612', '868', '906', '434', '474', '713', '43', '548', '513', '542', '234', '795']
['570', '584', '683', '676', '172', '608', '634', '84', '450', '930', '804', '642', '637', '936', '663', '47', '60', '976', '954', '751']
['578', '978', '394', '323', '930', '427', '811', '67', '45', '589', '959', '253', '984', '236', '230', '291', '650', '513', '474', '756']
['53', '86', '787', '221', '910', '807', '114', '840', '947', '683', '107', '594', '284', '167', '704', '91', '815', '995', '553', '159']
['133', '786', '315', '592', '828', '396', '656', '263', '32', '625', '918', '341', '269', '596', '377', '939', '81', '994', '829', '477']
['682', '76', '45', '599', '661', '43', '500', '124', '880', '182', '427', '535', '346', '133', '18', '621', '92', '131', '669', '607']
['766', '76', '237', '359', '234', '604', '332', '517', '413', '568', '830', '280', '713', '973', '230', '362', '406', '482', '914', '327']
['974', '799', '997', '632', '685', '706', '502', '939', '797', '981', '925', '795', '489', '745', '598', '843', '790', '580', '747', '835']
['93', '558', '657', '264', '0', '721', '846', '694', '253', '174', '124', '742', '499', '316', '299', '417', '378', '891', '342', '870']
['147', '508', '484', '30', '819', '858', '168', '166', '576', '478', '148', '542', '303', '956', '993', '183', '561', '640', '688', '154']
['982', '629', '861', '682', '615', '417', '516', '597', '119', '443', '83', '574', '302', '420', '383', '363', '666', '339', '539', '169']
['738', '887', '321', '521', '805', '445', '476', '7', '492', '958', '598', '166', '443', '196', '421', '516', '357', '939', '753', '903']
['906', '596', '582', '247', '647', '849', '237', '234', '724', '314', '459', '446', '662', '545', '300', '54', '341', '644', '777', '640']
['843', '897', '956', '618', '969', '861', '320', '76', '572', '428', '970', '702', '134', '999', '589', '601', '11', '545', '491', '427']
['607', '259', '813', '717', '324', '585', '836', '751', '515', '770', '972', '56', '838', '440', '345', '320', '794', '705', '611', '131']
['316', '743', '346', '990', '53', '872', '364', '102', '175', '572', '862', '532', '116', '704', '639', '322', '326', '218', '822', '398']
['75', '998', '114', '686', '14', '462', '538', '398', '303', '401', '517', '465', '213', '871', '964', '905', '34', '657', '540', '166']
['278', '690', '239', '252', '105', '253', '494', '243', '571', '71', '694', '554', '388', '822', '209', '393', '379', '477', '70', '904']
['252', '632', '345', '186', '444', '234', '84', '138', '722', '581', '888', '639', '538', '187', '274', '379', '295', '572', '250', '747']
['188', '131', '235', '670', '273', '746', '53', '912', '709', '999', '167', '258', '774', '120', '994', '179', '623', '278', '934', '429']
['102', '373', '338', '89', '107', '729', '521', '353', '302', '86', '311', '778', '504', '870', '118', '875', '539', '260', '447', '421']
['204', '548', '758', '62', '730', '793', '713', '605', '235', '76', '720', '841', '180', '21', '700', '331', '24', '111', '632', '877']
['77', '563', '228', '209', '93', '706', '671', '416', '813', '944', '298', '56', '720', '391', '839', '159', '287', '561', '349', '389']
['256', '71', '432', '653', '208', '273', '873', '988', '20', '158', '977', '855', '665', '160', '471', '739', '953', '572', '853', '950']
['76', '267', '857', '485', '329', '504', '8', '224', '264', '100', '744', '869', '529', '566', '975', '556', '558', '734', '92', '609']
['43', '881', '167', '932', '335', '90', '505', '477', '776', '448', '758', '187', '830', '74', '781', '992', '565', '222', '807', '395']
['807', '294', '172', '814', '355', '952', '140', '556', '445', '490', '551', '69', '156', '782', '99', '123', '264', '319', '267', '451']
['399', '401', '600', '353', '224', '758', '46', '144', '92', '719', '825', '302', '277', '601', '865', '927', '41', '38', '923', '273']
['919', '333', '805', '898', '780', '707', '183', '945', '401', '449', '408', '432', '177', '889', '674', '514', '968', '411', '455', '848']
['515', '280', '927', '471', '985', '424', '871', '268', '935', '654', '820', '129', '439', '641', '680', '154', '491', '715', '661', '739']
['682', '819', '211', '9', '325', '337', '771', '870', '240', '785', '416', '257', '45', '441', '672', '298', '532', '959', '631', '70']
['973', '619', '158', '667', '661', '544', '881', '490', '262', '598', '926', '52', '328', '652', '301', '567', '655', '695', '69', '493']
['170', '142', '964', '992', '662', '517', '123', '483', '889', '890', '886', '637', '39', '11', '42', '144', '504', '165', '164', '7']
['143', '988', '416', '771', '147', '250', '162', '893', '891', '602', '846', '694', '138', '967', '248', '291', '319', '604', '99', '186']
['189', '398', '993', '946', '898', '282', '620', '532', '520', '524', '154', '610', '869', '263', '581', '368', '293', '640', '784', '35']
['322', '884', '724', '305', '737', '513', '575', '236', '242', '524', '993', '698', '74', '397', '9', '27', '323', '203', '332', '756']
['419', '707', '378', '84', '495', '322', '572', '613', '475', '381', '409', '837', '200', '612', '425', '39', '746', '462', '171', '998']
['30', '733', '367', '287', '749', '782', '428', '313', '833', '350', '735', '62', '868', '595', '110', '356', '814', '415', '727', '327']
['748', '231', '210', '672', '884', '356', '839', '351', '851', '954', '941', '968', '258', '464', '499', '211', '869', '801', '653', '777']
['921', '885', '641', '212', '381', '628', '35', '314', '976', '528', '81', '778', '246', '714', '955', '44', '208', '772', '780', '61']
['160', '913', '508', '165', '748', '797', '238', '694', '371', '951', '933', '812', '200', '978', '845', '714', '441', '221', '983', '19']
['503', '298', '761', '180', '362', '61', '258', '483', '826', '116', '183', '691', '906', '714', '741', '900', '89', '831', '708', '83']
['466', '118', '625', '134', '447', '38', '307', '840', '293', '614', '102', '130', '618', '240', '321', '196', '442', '532', '333', '230']
['305', '640', '219', '465', '377', '340', '443', '365', '134', '274', '746', '426', '780', '500', '204', '141', '541', '837', '6', '119']
['109', '578', '692', '777', '173', '981', '243', '56', '853', '982', '134', '490', '675', '653', '54', '791', '202', '963', '860', '969']
['811', '647', '77', '695', '762', '391', '585', '880', '602', '416', '207', '594', '170', '842', '601', '150', '167', '891', '581', '669']
['723', '689', '178', '385', '569', '286', '858', '2', '0', '904', '344', '406', '19', '884', '670', '183', '103', '364', '157', '349']
['355', '398', '787', '36', '967', '325', '13', '818', '274', '571', '393', '158', '145', '426', '759', '250', '522', '833', '443', '934']
['206', '545', '411', '764', '282', '144', '379', '15', '47', '45', '553', '32', '117', '99', '891', '961', '626', '662', '94', '645']
['432', '753', '194', '948', '604', '916', '92', '724', '755', '674', '117', '890', '303', '926', '536', '847', '570', '415', '61', '910']
['755', '245', '22', '396', '413', '139', '397', '80', '453', '751', '506', '482', '314', '410', '435', '510', '814', '559', '720', '50']
['623', '792', '645', '554', '318', '368', '119', '775', '607', '556', '761', '641', '601', '451', '938', '825', '882', '3', '671', '983']
['523', '313', '390', '845', '959', '807', '183', '505', '510', '37', '670', '180', '289', '126', '838', '414', '570', '526', '424', '840']
['25', '811', '730', '643', '526', '588', '843', '879', '799', '317', '495', '908', '91', '240', '130', '716', '713', '869', '705', '22']
['442', '481', '932', '796', '289', '434', '940', '294', '145', '160', '709', '407', '866', '202', '966', '542', '819', '372', '766', '911']
['96', '909', '161', '201', '820', '402', '615', '58', '438', '964', '48', '834', '574', '94', '974', '611', '342', '734', '187', '718']
['686', '367', '793', '807', '56', '156', '179', '728', '397', '876', '919', '733', '713', '941', '475', '525', '977', '856', '463', '578']
['528', '847', '175', '649', '683', '103', '301', '755', '60', '881', '924', '984', '634', '107', '292', '800', '252', '84', '110', '810']
['600', '63', '138', '925', '830', '554', '809', '333', '253', '0', '948', '362', '639', '429', '866', '983', '432', '839', '133', '445']
['616', '704', '869', '366', '573', '555', '451', '26', '739', '534', '23', '741', '73', '644', '835', '987', '775', '788', '668', '455']
['191', '605', '115', '486', '984', '728', '355', '684', '348', '697', '280', '545', '719', '233', '922', '160', '540', '937', '546', '294']
['69', '138', '916', '771', '160', '477', '353', '381', '439', '108', '218', '919', '478', '182', '292', '632', '884', '970', '859', '86']
['82', '93', '800', '596', '233', '367', '267', '400', '585', '979', '654', '246', '819', '24', '724', '729', '899', '188', '877', '662']
['884', '283', '747', '697', '183', '516', '678', '406', '56', '718', '947', '705', '85', '975', '985', '913', '138', '844', '525', '43']
['725', '33', '934', '753', '336', '80', '767', '933', '259', '688', '824', '265', '430', '573', '983', '530', '696', '667', '234', '461']
['909', '124', '513', '107', '922', '692', '336', '672', '726', '706', '786', '973', '436', '82', '138', '725', '552', '279', '772', '22']
['893', '624', '904', '394', '995', '437', '565', '125', '574', '567', '779', '732', '617', '501', '691', '436', '776', '387', '648', '371']
['291', '903', '963', '825', '517', '944', '39', '698', '606', '538', '252', '488', '769', '19', '520', '962', '71', '278', '740', '160']
['667', '437', '642', '371', '660', '39', '851', '608', '725', '858', '647', '40', '266', '405', '832', '439', '710', '573', '299', '926']
['962', '810', '400', '157', '559', '394', '530', '959', '697', '314', '520', '26', '96', '198', '630', '861', '393', '995', '333', '126']
['432', '349', '950', '961', '575', '893', '720', '351', '348', '664', '194', '298', '371', '367', '350', '581', '852', '589', '947', '634']
['637', '422', '593', '7', '871', '62', '752', '152', '288', '300', '750', '602', '776', '28', '914', '78', '41', '324', '679', '263']
['45', '587', '371', '689', '691', '290', '793', '468', '757', '688', '161', '130', '524', '577', '175', '347', '110', '971', '65', '344']
['964', '197', '801', '293', '540', '901', '240', '420', '736', '643', '279', '210', '387', '79', '672', '830', '780', '994', '657', '4']
['493', '70', '900', '351', '598', '913', '852', '868', '572', '109', '649', '836', '354', '274', '492', '909', '833', '831', '871', '496']
['786', '522', '642', '639', '976', '880', '408', '773', '641', '42', '717', '96', '613', '569', '490', '704', '481', '281', '255', '332']
['523', '66', '369', '900', '668', '689', '61', '147', '613', '884', '972', '701', '836', '24', '869', '792', '517', '718', '17', '991']
['917', '467', '485', '451', '228', '414', '323', '486', '522', '211', '208', '706', '78', '675', '608', '247', '229', '693', '256', '69']
['362', '2', '479', '318', '680', '369', '725', '843', '543', '80', '411', '687', '924', '663', '596', '163', '646', '282', '876', '222']
['978', '673', '868', '619', '693', '323', '598', '425', '431', '388', '714', '469', '351', '128', '614', '936', '537', '378', '76', '206']
['886', '679', '784', '31', '418', '524', '862', '930', '715', '320', '499', '947', '207', '353', '722', '404', '670', '429', '244', '405']
['265', '175', '824', '120', '158', '753', '884', '162', '298', '813', '290', '871', '852', '648', '223', '667', '873', '93', '950', '405']
['160', '370', '634', '842', '512', '638', '869', '548', '93', '597', '964', '853', '632', '561', '182', '345', '550', '823', '935', '523']
['945', '142', '249', '982', '397', '154', '644', '107', '635', '846', '437', '872', '47', '314', '409', '785', '153', '783', '440', '674']
['865', '598', '233', '354', '128', '356', '834', '144', '283', '458', '64', '999', '892', '311', '92', '532', '831', '499', '496', '436']
['708', '599', '210', '541', '58', '822', '864', '944', '98', '956', '146', '781', '469', '699', '915', '153', '113', '882', '957', '593']
['339', '561', '65', '461', '776', '656', '755', '242', '792', '516', '114', '376', '43', '193', '220', '564', '72', '609', '863', '873']
['744', '25', '665', '982', '286', '285', '298', '409', '625', '882', '781', '486', '122', '357', '27', '731', '970', '314', '79', '819']
['127', '54', '144', '579', '696', '327', '8', '304', '524', '887', '865', '155', '467', '66', '705', '508', '544', '597', '694', '823']
['349', '312', '260', '831', '908', '162', '561', '811', '304', '530', '357', '65', '407', '254', '540', '153', '414', '455', '95', '116']
['451', '738', '420', '253', '872', '792', '621', '289', '763', '393', '534', '355', '822', '333', '649', '931', '304', '91', '402', '214']
['995', '113', '412', '433', '751', '972', '115', '308', '709', '629', '442', '798', '963', '823', '688', '854', '367', '71', '912', '381']
['452', '565', '627', '529', '744', '90', '819', '947', '28', '438', '648', '554', '31', '456', '558', '566', '323', '560', '597', '258']
['708', '866', '873', '752', '571', '37', '783', '916', '71', '413', '19', '27', '318', '736', '922', '577', '719', '890', '718', '17']
['314', '79', '614', '98', '112', '920', '368', '371', '83', '256', '134', '750', '964', '40', '422', '826', '61', '12', '116', '71']
['660', '369', '885', '948', '276', '195', '758', '841', '228', '320', '532', '535', '442', '754', '526', '120', '25', '909', '664', '155']
['326', '771', '357', '139', '819', '923', '899', '406', '519', '834', '906', '189', '907', '241', '110', '305', '106', '885', '940', '383']
['52', '138', '654', '305', '647', '393', '646', '133', '850', '319', '692', '71', '420', '566', '803', '395', '531', '865', '627', '159']
['273', '633', '395', '871', '290', '807', '403', '894', '733', '909', '834', '638', '793', '560', '990', '811', '992', '607', '25', '311']
['814', '779', '414', '938', '616', '87', '968', '550', '991', '104', '170', '524', '267', '321', '48', '301', '412', '144', '790', '299']
['76', '234', '574', '994', '2', '363', '35', '967', '664', '442', '469', '998', '252', '345', '492', '723', '174', '987', '542', '893']
['817', '677', '554', '374', '392', '300', '907', '494', '154', '998', '530', '39', '869', '795', '206', '992', '587', '117', '888', '327']
['105', '424', '80', '113', '140', '194', '225', '290', '406', '824', '42', '274', '592', '11', '685', '119', '115', '975', '752', '881']
['547', '317', '46', '365', '695', '682', '143', '398', '813', '641', '834', '848', '702', '812', '23', '95', '920', '177', '959', '933']
['796', '258', '218', '788', '153', '466', '276', '507', '700', '366', '344', '992', '277', '121', '417', '407', '82', '719', '492', '571']
['966', '928', '749', '478', '717', '140', '269', '6', '172', '888', '248', '403', '241', '482', '178', '557', '396', '11', '709', '176']
['234', '707', '139', '494', '594', '608', '921', '34', '646', '551', '341', '465', '386', '769', '686', '145', '874', '923', '941', '13']
['71', '557', '897', '572', '416', '843', '54', '778', '399', '303', '602', '60', '307', '558', '335', '986', '380', '277', '220', '798']
['174', '748', '44', '612', '899', '427', '813', '7', '840', '875', '184', '84', '557', '880', '73', '650', '425', '455', '471', '926']
['572', '375', '429', '750', '338', '655', '455', '768', '673', '467', '448', '521', '417', '509', '294', '79', '978', '91', '305', '252']
['127', '934', '634', '614', '842', '482', '334', '882', '613', '578', '154', '789', '693', '451', '870', '276', '818', '13', '982', '261']
['798', '830', '698', '535', '825', '486', '523', '37', '973', '816', '2', '917', '787', '350', '384', '899', '1', '908', '409', '491']
['334', '148', '853', '646', '369', '711', '91', '786', '42', '355', '235', '391', '264', '909', '674', '25', '178', '267', '28', '850']
['814', '521', '321', '130', '623', '61', '95', '74', '719', '210', '892', '253', '853', '246', '326', '289', '934', '933', '510', '496']
['569', '970', '677', '737', '212', '582', '220', '344', '116', '54', '810', '943', '329', '966', '359', '848', '571', '316', '12', '584']
['979', '164', '247', '462', '859', '579', '615', '409', '218', '251', '920', '866', '181', '715', '717', '111', '670', '608', '895', '165']
['811', '579', '942', '32', '302', '913', '824', '184', '73', '797', '602', '339', '503', '157', '371', '173', '255', '586', '261', '628']
['940', '340', '625', '157', '628', '601', '844', '858', '212', '78', '701', '570', '376', '271', '367', '147', '126', '825', '29', '259']
['194', '252', '357', '885', '924', '378', '98', '542', '576', '160', '836', '663', '175', '75', '814', '799', '289', '570', '237', '995']
['470', '324', '631', '469', '879', '171', '137', '900', '779', '188', '560', '486', '351', '291', '682', '754', '687', '425', '375', '219']
['412', '767', '814', '55', '459', '855', '904', '693', '759', '703', '426', '115', '889', '173', '5', '902', '840', '643', '248', '926']
['529', '432', '662', '766', '90', '328', '389', '586', '680', '607', '765', '898', '128', '154', '502', '749', '207', '963', '967', '421']
['396', '540', '150', '33', '871', '350', '259', '828', '387', '466', '248', '366', '320', '617', '101', '959', '57', '858', '809', '608']
['493', '664', '906', '232', '177', '691', '987', '280', '79', '53', '908', '30', '405', '136', '237', '398', '614', '937', '869', '809']
['340', '905', '10', '554', '881', '959', '490', '939', '84', '75', '36', '293', '693', '832', '447', '437', '988', '828', '809', '973']
['475', '150', '711', '800', '626', '28', '991', '348', '316', '14', '212', '158', '901', '599', '649', '235', '139', '219', '874', '519']
['182', '10', '803', '55', '509', '120', '960', '4', '840', '528', '574', '843', '593', '639', '657', '737', '580', '215', '390', '305']
['142', '554', '595', '988', '489', '227', '275', '840', '125', '512', '232', '88', '923', '464', '397', '847', '833', '651', '501', '374']
['711', '183', '663', '423', '708', '531', '571', '704', '745', '454', '181', '141', '300', '418', '174', '521', '717', '678', '889', '991']
['244', '203', '885', '415', '713', '591', '398', '124', '371', '501', '436', '624', '497', '221', '866', '181', '90', '568', '369', '550']
['854', '371', '572', '517', '51', '946', '160', '892', '910', '479', '828', '798', '323', '635', '113', '181', '870', '544', '231', '502']
['748', '472', '111', '106', '797', '830', '649', '844', '988', '57', '865', '17', '481', '755', '434', '143', '944', '467', '342', '146']
['953', '460', '709', '470', '468', '801', '950', '150', '284', '516', '356', '862', '892', '573', '719', '242', '397', '395', '426', '535']
['466', '351', '130', '73', '850', '1', '986', '991', '940', '399', '3', '967', '500', '28', '585', '825', '704', '153', '389', '515']
['516', '575', '798', '473', '225', '114', '806', '224', '668', '117', '566', '43', '635', '841', '598', '828', '377', '477', '270', '268']
['267', '26', '522', '754', '656', '146', '20', '955', '400', '378', '538', '297', '775', '346', '450', '374', '872', '750', '962', '18']
['312', '738', '919', '414', '834', '725', '224', '63', '389', '125', '128', '3', '106', '666', '939', '46', '657', '355', '34', '160']
['160', '620', '463', '661', '240', '103', '38', '922', '628', '108', '404', '91', '670', '268', '831', '118', '439', '553', '127', '936']
['185', '883', '961', '856', '845', '514', '201', '309', '675', '584', '71', '754', '461', '133', '540', '621', '49', '852', '363', '690']
['825', '294', '697', '115', '838', '570', '124', '530', '709', '321', '769', '322', '869', '686', '759', '734', '641', '691', '819', '195']
['74', '954', '281', '639', '182', '939', '730', '792', '327', '537', '299', '435', '755', '635', '298', '932', '204', '429', '737', '373']
['447', '303', '640', '634', '455', '583', '612', '374', '718', '103', '753', '732', '940', '695', '440', '872', '556', '710', '992', '127']
['170', '662', '936', '788', '477', '299', '886', '575', '989', '831', '587', '219', '198', '335', '11', '134', '341', '182', '186', '721']
['525', '900', '965', '767', '344', '348', '905', '521', '207', '719', '841', '741', '239', '739', '823', '528', '635', '843', '678', '449']
['401', '652', '91', '102', '117', '879', '115', '616', '543', '251', '607', '924', '514', '586', '261', '167', '417', '96', '425', '277']
['721', '598', '292', '366', '519', '934', '674', '995', '660', '857', '474', '701', '234', '850', '899', '994', '777', '381', '569', '500']
['348', '505', '251', '464', '645', '541', '739', '815', '262', '306', '140', '500', '150', '637', '711', '387', '96', '250', '221', '858']
['522', '97', '423', '347', '632', '142', '158', '53', '659', '404', '954', '650', '107', '290', '643', '27', '992', '114', '375', '372']
['578', '856', '368', '206', '637', '231', '510', '445', '142', '777', '633', '792', '501', '280', '173', '245', '539', '882', '80', '710']
['771', '516', '838', '665', '853', '375', '59', '572', '63', '319', '650', '431', '787', '684', '989', '348', '681', '200', '963', '535']
['477', '428', '316', '738', '281', '484', '760', '857', '401', '423', '271', '405', '23', '999', '501', '332', '11', '496', '130', '408']
['667', '447', '847', '279', '739', '73', '157', '383', '650', '92', '942', '571', '615', '469', '213', '235', '97', '77', '327', '211']
['445', '225', '398', '213', '169', '89', '915', '753', '138', '750', '42', '693', '108', '729', '102', '881', '811', '949', '48', '237']
['948', '51', '929', '724', '397', '833', '417', '343', '794', '380', '992', '980', '504', '530', '910', '586', '342', '955', '493', '173']
['541', '772', '797', '777', '386', '847', '990', '809', '152', '766', '385', '895', '886', '813', '984', '964', '749', '959', '139', '49']
['945', '24', '13', '44', '150', '130', '459', '104', '484', '367', '364', '303', '511', '455', '285', '536', '289', '726', '172', '94']
['492', '686', '351', '709', '952', '612', '187', '149', '103', '659', '52', '85', '27', '922', '895', '737', '911', '434', '630', '844']
['318', '273', '678', '195', '993', '554', '336', '225', '525', '341', '535', '542', '224', '284', '624', '454', '575', '237', '264', '314']
['556', '664', '423', '543', '726', '231', '158', '787', '714', '901', '396', '240', '966', '174', '657', '565', '426', '818', '473', '647']
['108', '165', '956', '655', '946', '172', '976', '791', '113', '532', '834', '109', '556', '524', '402', '641', '797', '98', '592', '320']
['461', '964', '942', '917', '941', '610', '653', '379', '423', '37', '203', '156', '709', '419', '827', '530', '406', '259', '811', '563']
['573', '841', '501', '697', '281', '10', '59', '860', '988', '121', '414', '973', '957', '646', '44', '107', '832', '748', '858', '464']
['321', '333', '592', '462', '182', '52', '329', '318', '315', '150', '872', '619', '539', '224', '547', '326', '492', '293', '648', '128']
['587', '727', '569', '820', '905', '728', '158', '581', '682', '774', '805', '501', '756', '734', '213', '910', '432', '593', '856', '344']
['614', '191', '35', '877', '253', '990', '269', '716', '148', '519', '100', '485', '570', '540', '242', '493', '649', '624', '726', '708']
['499', '401', '94', '244', '612', '148', '768', '85', '598', '256', '46', '239', '508', '66', '680', '174', '813', '478', '641', '397']
['680', '619', '703', '362', '558', '389', '577', '371', '967', '597', '980', '501', '906', '23', '719', '29', '260', '975', '651', '335']
['386', '359', '33', '15', '375', '761', '13', '484', '653', '418', '934', '769', '441', '433', '614', '838', '63', '986', '338', '518']
['512', '716', '976', '281', '822', '88', '572', '478', '606', '780', '679', '475', '546', '604', '373', '404', '742', '994', '139', '564']
['888', '309', '171', '832', '716', '149', '379', '405', '718', '802', '217', '803', '281', '877', '495', '401', '656', '44', '573', '776']
['210', '38', '830', '443', '973', '854', '856', '321', '229', '499', '240', '98', '758', '592', '574', '522', '539', '295', '847', '610']
['709', '203', '629', '146', '638', '243', '778', '282', '671', '364', '749', '922', '120', '697', '437', '681', '419', '878', '812', '231']
['664', '214', '13', '968', '103', '22', '882', '620', '157', '387', '650', '105', '305', '209', '874', '25', '112', '337', '671', '187']
['76', '439', '527', '23', '752', '868', '672', '897', '468', '827', '497', '11', '591', '616', '625', '832', '593', '891', '201', '962']
['613', '915', '323', '801', '803', '853', '835', '989', '611', '95', '860', '123', '594', '279', '180', '500', '98', '841', '735', '935']
['342', '465', '10', '411', '665', '383', '577', '188', '148', '764', '822', '78', '537', '61', '167', '973', '669', '703', '594', '419']
['869', '418', '693', '396', '19', '865', '199', '174', '988', '420', '635', '804', '121', '534', '54', '403', '748', '32', '863', '944']
['795', '360', '174', '30', '508', '281', '433', '40', '191', '85', '472', '961', '447', '223', '771', '291', '852', '580', '695', '677']
['108', '586', '424', '346', '144', '368', '809', '288', '327', '564', '40', '885', '613', '285', '447', '946', '316', '957', '606', '25']
['568', '959', '539', '608', '786', '594', '483', '699', '978', '986', '604', '788', '849', '538', '799', '679', '430', '975', '97', '423']
['715', '628', '816', '441', '733', '625', '65', '865', '110', '239', '753', '449', '58', '355', '917', '115', '787', '686', '728', '383']
['612', '561', '880', '165', '406', '809', '87', '947', '753', '514', '991', '791', '418', '125', '903', '222', '195', '26', '178', '928']
['794', '804', '120', '995', '752', '872', '109', '951', '82', '831', '848', '457', '816', '562', '684', '857', '336', '751', '573', '406']
['924', '678', '92', '157', '592', '945', '230', '848', '468', '764', '660', '461', '171', '542', '465', '813', '163', '524', '29', '140']
['381', '294', '323', '165', '842', '156', '859', '380', '788', '872', '351', '311', '967', '126', '75', '984', '753', '593', '29', '827']
['112', '742', '992', '144', '911', '155', '921', '341', '281', '854', '903', '63', '498', '917', '138', '368', '511', '33', '765', '484']
['113', '420', '185', '673', '973', '465', '777', '55', '685', '902', '712', '184', '203', '613', '309', '689', '489', '920', '229', '586']
['633', '806', '968', '236', '988', '43', '659', '15', '686', '744', '204', '588', '923', '874', '963', '665', '926', '969', '299', '459']
['421', '926', '478', '777', '685', '981', '114', '30', '995', '531', '456', '867', '358', '161', '212', '641', '859', '933', '613', '394']
['456', '810', '792', '185', '78', '807', '840', '728', '455', '855', '985', '922', '887', '11', '201', '16', '520', '33', '196', '269']
['929', '298', '666', '229', '370', '816', '523', '13', '809', '848', '993', '786', '266', '333', '72', '979', '406', '204', '684', '878']
['498', '833', '32', '907', '187', '385', '850', '470', '729', '803', '904', '606', '999', '827', '312', '648', '214', '304', '727', '392']
['349', '868', '610', '442', '449', '542', '675', '977', '359', '727', '691', '439', '45', '752', '17', '426', '125', '202', '78', '409']
['784', '865', '905', '260', '814', '698', '537', '994', '223', '727', '14', '436', '888', '711', '650', '975', '795', '647', '632', '869']
